pg_id,title,author,born,died,locc,subjects,bookshelves,bytes,words_est
76409,Marigold,"Allonby, Edith, 1875-1905",1875,1905,PR,Fantasy fiction,Category: Science-Fiction & Fantasy; Category: Novels; Category: British Literature,389864,66078
75316,The fulfilment,"Allonby, Edith, 1875-1905",1875,1905,PR,Fantasy fiction; Heaven -- Fiction; Hell -- Fiction; Unfinished books,Category: Novels; Category: British Literature,611676,103673
21321,Before the Dawn: A Story of the Fall of Richmond,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PS,"United States -- History -- Civil War, 1861-1865 -- Fiction; Richmond (Va.) -- History -- Civil War, 1861-1865 -- Fiction",US Civil War; Category: Historical Novels; Category: Novels; Category: American Literature,713090,120862
41050,In Hostile Red,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PS,"Monmouth, Battle of, Freehold, N.J., 1778 -- Fiction",Category: Historical Novels; Category: Adventure; Category: American Literature,482751,81822
25132,The Candidate: A Political Romance,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PS,Political fiction; Political campaigns -- Fiction,Category: Romance; Category: Novels; Category: American Literature,712878,120826
15760,The Forest of Swords: A Story of Paris and the Marne,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,"World War, 1914-1918 -- Fiction",Children's Fiction; Category: Historical Novels; Category: Adventure,483213,81900
28115,The Great Sioux Trail: A Story of Mountain and Plain,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,Dakota Indians -- Fiction; West (U.S.) -- Fiction,Category: Historical Novels; Category: Adventure; Category: American Literature,525946,89143
33481,The Guns of Europe,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,"World War, 1914-1918 -- Fiction",Category: Historical Novels; Category: Adventure,476498,80762
15285,The Hosts of the Air,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,"World War, 1914-1918 -- Fiction",Children's Fiction; Category: Historical Novels; Category: Adventure; Category: Novels,488402,82780
14890,The Hunters of the Hills,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,"United States -- History -- French and Indian War, 1754-1763 -- Fiction",Children's Fiction; Category: Historical Novels; Category: Adventure; Category: Novels; Category: American Literature,554111,93917
40480,The Quest of the Four: A Story of the Comanches and Buena Vista,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PS,Western stories; Comanche Indians -- Fiction,Category: Historical Novels; Category: Adventure; Category: American Literature,732094,124083
14891,The Rulers of the Lakes: A Story of George and Champlain,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,"United States -- History -- French and Indian War, 1754-1763 -- Fiction",Children's Fiction; Category: Historical Novels; Category: Adventure; Category: American Literature,523767,88774
1078,The Scouts of the Valley,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PS,Historical fiction; Wyoming Valley (Pa.) -- Fiction; Chemung River Valley (N.Y. and Pa.) -- Fiction,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: American Literature,629981,106776
66327,The Sun of Saratoga: A Romance of Burgoyne's Surrender,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PS,"Saratoga Springs (N.Y.) -- Fiction; Burgoyne's Invasion, 1777 -- Fiction",Category: Historical Novels; Category: Romance; Category: American Literature,348219,59020
15767,The Texan Scouts: A Story of the Alamo and Goliad,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,"Texas -- History -- Revolution, 1835-1836 -- Fiction; War stories; Sieges -- Fiction; Alamo (San Antonio, Tex.) -- Siege, 1836 -- Fiction; Goliad Massacre, Goliad, Tex., 1836 -- Fiction",Children's Fiction; Category: Historical Novels; Category: Adventure; Category: American Literature,601167,101892
15852,The Texan Star: The Story of a Great Fight for Liberty,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",1862,1919,PZ; PS,Texas -- Fiction,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: American Literature,635492,107710
27355,Shoe-Bar Stratton,"Ames, Joseph Bushnell, 1878-1928",1878,1928,PS,Western stories; Ranching -- West (U.S.) -- Fiction,Category: Adventure; Category: Novels; Category: American Literature,458915,77782
29323,An Old Sailor's Yarns,"Ames, N. (Nathaniel), 1796-1835",1796,1835,PS,Fiction; Sea stories,Category: Short Stories; Category: Romance; Category: Adventure; Category: American Literature,522888,88625
31496,Ditte: Girl Alive!,"Andersen Nexø, Martin, 1869-1954",1869,1954,PT,Denmark -- Fiction; Danish fiction -- Translations into English,Category: Novels,456221,77325
7795,Pelle the Conqueror — Complete,"Andersen Nexø, Martin, 1869-1954",1869,1954,PT,Fathers and sons -- Fiction; Immigrants -- Denmark -- Fiction,Category: Historical Novels; Category: Novels,2432080,412216
7513,"O. T., A Danish Romance","Andersen, H. C. (Hans Christian), 1805-1875",1805,1875,PT,Denmark -- Fiction,Category: Novels,566841,96074
26491,The Sand-Hills of Jutland,"Andersen, H. C. (Hans Christian), 1805-1875",1805,1875,PT,Denmark -- Social life and customs -- Fiction,Category: Novels,431203,73085
48644,The Heart of the Red Firs: A Story of the Pacific Northwest,"Anderson, Ada Woodruff, 1860-1956",1860,1956,PS,"Northwest, Pacific -- Fiction",Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,548752,93008
13343,The Rim of the Desert,"Anderson, Ada Woodruff, 1860-1956",1860,1956,PS,Authors -- Fiction; Washington (State) -- Fiction,Category: Novels; Category: American Literature,725298,122931
17249,"Added Upon | A Story","Anderson, Nephi, 1865-1923",1865,1923,BX; PS,Latter Day Saints -- Fiction,Latter Day Saints; Category: Science-Fiction & Fantasy; Category: Novels; Category: American Literature; Category: Religion/Spirituality,328009,55594
13756,"Story of Chester Lawrence | Being the Completed Account of One who Played an Important Part in ""Piney Ridge Cottage""","Anderson, Nephi, 1865-1923",1865,1923,PS,Christian fiction; Latter Day Saints -- Fiction,Latter Day Saints; Category: Novels; Category: American Literature,337057,57128
76745,Many Marriages,"Anderson, Sherwood, 1876-1941",1876,1941,PS,Man-woman relationships -- Fiction; Marriage -- Fiction; Businessmen -- Fiction; Wisconsin -- Fiction,Category: Novels; Category: American Literature,389946,66092
7045,Marching Men,"Anderson, Sherwood, 1876-1941",1876,1941,PS,City and town life -- Fiction; Chicago (Ill.) -- Fiction; Labor leaders -- Fiction; Coal mines and mining -- Pennsylvania -- Fiction,Category: Novels; Category: American Literature,407075,68995
7414,Poor White: A Novel,"Anderson, Sherwood, 1876-1941",1876,1941,PS,Historical fiction; Inventors -- Fiction; Middle West -- Fiction; Industrial revolution -- Fiction,Category: Novels; Category: American Literature,605566,102638
7443,Windy McPherson's Son,"Anderson, Sherwood, 1876-1941",1876,1941,PS,Fathers and sons -- Fiction; Bildungsromans; Young men -- Fiction,Category: Novels; Category: American Literature,627489,106354
15796,Joy in the Morning,"Andrews, Mary Raymond Shipman, 1860-1936",1860,1936,PS,"World War, 1914-1918 -- Fiction",Category: Novels; Category: American Literature; Category: History - Modern (1750+); Category: History - Warfare,345865,58621
58930,It Happened in Japan,"Anethan, Albert d', Baroness, 1860-1935",1860,1935,PR,Japan -- Fiction; Europeans -- Japan -- Fiction,Category: Novels,439694,74524
3676,The Firefly of France,"Angellotti, Marion Polk, 1887-1975",1887,1975,PS,"World War, 1914-1918 -- Fiction; War stories; France -- History -- 1914-1940 -- Fiction","Category: Romance; Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels",372936,63209
28459,In Brief Authority,"Anstey, F., 1856-1934",1856,1934,PR,Fiction,Humor; Category: Humour; Category: Novels; Category: British Literature,677960,114908
30689,The Brass Bottle,"Anstey, F., 1856-1934",1856,1934,PR,Fantasy fiction; Jinn -- Fiction,Humor; Category: Science-Fiction & Fantasy; Category: Romance; Category: Novels; Category: British Literature,423856,71840
27507,The Giant's Robe,"Anstey, F., 1856-1934",1856,1934,PR,Fiction,Category: Novels; Category: British Literature,899938,152531
24197,The Tinted Venus: A Farcical Romance,"Anstey, F., 1856-1934",1856,1934,PR,Fantasy fiction; Humorous stories,Humor; Category: Romance; Category: Humour; Category: Novels; Category: British Literature,356337,60396
26853,"Vice Versa; or, A Lesson to Fathers","Anstey, F., 1856-1934",1856,1934,PR,Humorous stories; Fathers and sons -- Fiction,Humor; Category: Humour; Category: Novels; Category: British Literature,559476,94826
42519,Blackthorn Farm,"Applin, Arthur, 1873-1949",1873,1949,PR,Fiction,Category: Novels; Category: British Literature,451575,76538
73774,"""Piracy""","Arlen, Michael, 1895-1956",1895,1956,PR,Rich people -- Fiction; Man-woman relationships -- Fiction; Novelists -- Fiction; London (England) -- Social life and customs -- 20th century -- Fiction,Category: Novels; Category: British Literature,615902,104390
72651,May Fair,"Arlen, Michael, 1895-1956",1895,1956,PR,"London (England) -- Fiction; Great Britain -- History -- George V, 1910-1936 -- Fiction",Category: Romance; Category: Novels; Category: British Literature,562099,95271
46217,The Romantic Lady,"Arlen, Michael, 1895-1956",1895,1956,PR,Fiction,Category: Romance; Category: Novels; Category: British Literature,366628,62140
71913,The green hat,"Arlen, Michael, 1895-1956",1895,1956,PR,Love stories; Great Britain -- Social conditions -- 20th century -- Fiction; Europe -- Social conditions -- 20th century -- Fiction,Category: Novels; Category: British Literature,541126,91716
72477,These charming people,"Arlen, Michael, 1895-1956",1895,1956,PR,London (England) -- Social life and customs -- 20th century -- Fiction,Category: Romance; Category: Novels; Category: British Literature,366541,62125
18145,Lady Rosamond's Secret: A Romance of Fredericton,"Armour, Rebecca Agatha, 1845-1891",1845,1891,PS,Fredericton (N.B.) -- Fiction; New Brunswick -- Social life and customs -- 19th century -- Fiction,Category: Historical Novels; Category: Romance; Category: Novels,357393,60575
6945,"Marguerite Verne; Or, Scenes from Canadian Life","Armour, Rebecca Agatha, 1845-1891",1845,1891,PS,Young women -- Fiction; New Brunswick -- Social life and customs -- 19th century -- Fiction,Category: Novels,649272,110046
72170,The sailor hero,"Armstrong, F. C. (Francis Claudius), 1802-1872",1802,1872,PR,"Great Britain. Royal Navy -- Fiction; First Coalition, War of the, 1792-1797 -- Fiction",Category: Historical Novels; Category: Adventure; Category: British Literature,864759,146569
604,Gulliver of Mars,"Arnold, Edwin Lester, 1857-1935",1857,1935,PR,Science fiction; Martians -- Fiction; Mars (Planet) -- Fiction,Science Fiction; Fantasy; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,414170,70198
67345,The Wonderful Adventures of Phra the Phoenician,"Arnold, Edwin Lester, 1857-1935",1857,1935,PR,Fantasy fiction; Phoenicians -- Fiction,Category: Historical Novels; Category: Romance; Category: Adventure,865492,146693
4590,After the Storm,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,American fiction -- 19th century,Category: Romance; Category: Novels; Category: American Literature,393052,66618
4592,Cast Adrift,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Temperance -- Fiction,Category: Novels; Category: American Literature,527199,89355
4586,"Danger; Or, Wounded in the House of a Friend","Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Temperance -- Fiction,,462481,78386
4625,"Lizzy Glenn; Or, The Trials of a Seamstress","Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Women dressmakers -- Fiction,Category: Novels; Category: American Literature,329545,55855
4744,Ten Nights in a Bar Room,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Christian fiction; Temperance -- Fiction,Category: Novels; Category: American Literature; Category: Drugs/Alcohol/Pharmacology,326376,55317
4588,"The Allen House; Or, Twenty Years Ago and Now","Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,American fiction -- 19th century; Conduct of life -- Fiction,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",444640,75362
67996,The Angel and the Demon: A Tale,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Fantasy fiction; Spiritualism -- Fiction,Category: Novels; Category: American Literature,389050,65940
4632,The Good Time Coming,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Fiction,Category: Novels; Category: American Literature,467803,79288
4631,"The Hand but Not the Heart; Or, The Life-Trials of Jessie Loring","Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Man-woman relationships -- Fiction; Women -- Conduct of life -- Fiction; Married women -- Conduct of life -- Fiction; Marriage -- Religious aspects -- Fiction,Category: Romance; Category: Novels; Category: American Literature,347610,58916
4630,The Home Mission,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Didactic fiction; Family life -- Fiction; Marriage -- Fiction,Category: Novels; Category: American Literature; Category: Parenthood & Family Relations,324604,55017
4627,The Lights and Shadows of Real Life,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Conduct of life -- Fiction; Temperance -- Fiction,Category: Short Stories; Category: American Literature; Category: Drugs/Alcohol/Pharmacology,1003889,170150
4622,Trials and Confessions of a Housekeeper,"Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Housekeeping -- Fiction; Housewives -- Fiction; Home economics -- Fiction,Category: Novels; Category: American Literature; Category: Parenthood & Family Relations,405452,68720
4619,"Words of Cheer for the Tempted, the Toiling, and the Sorrowing","Arthur, T. S. (Timothy Shay), 1809-1885",1809,1885,PS,Christian life; Conduct of life; Christian life -- Fiction; Conduct of life -- Fiction,"Category: Essays, Letters & Speeches",472524,80088
4620,The Wedding Guest: A Friend of the Bride and Bridegroom,"Arthur, T. S. (Timothy Shay), 1809-1885 [Editor]",1809,1885,PS,Didactic fiction; Marriage -- Fiction,Category: Novels,474605,80441
9051,Sanine,"Artsybashev, M. (Mikhail), 1878-1927",1878,1927,PG,Men -- Russia -- Fiction; Russia -- Social life and customs -- 20th century -- Fiction,Category: Novels; Category: Russian Literature,595745,100973
68678,The sporting chance,"Askew, Alice, 1874-1917",1874,1917,PR,England -- Fiction; Horse racing -- Fiction,Category: Adventure; Category: Novels; Category: British Literature,435780,73861
1607,A Journey in Other Worlds: A Romance of the Future,"Astor, John Jacob, 1864-1912",1864,1912,PS,Science fiction; Utopias -- Fiction; Space ships -- Fiction; Manned space flight -- Fiction; Jupiter (Planet) -- Fiction; Saturn (Planet) -- Fiction,Science Fiction; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,555875,94216
31858,Ancestors: A Novel,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,England -- Fiction; Love stories; Political fiction; British -- United States -- Fiction; California -- Fiction,Category: Novels; Category: British Literature,1154829,195733
25542,Black Oxen,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,American fiction -- 20th century,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",711249,120550
57922,Julia France and Her Times: A Novel,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Married women -- Fiction; Suffragists -- Fiction,Category: Historical Novels; Category: Novels,1001276,169707
39443,Mrs. Balfame: A Novel,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Murder -- Fiction; United States -- Social life and customs -- 20th century -- Fiction; Mystery fiction,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",526877,89301
53009,Patience Sparhawk and Her Times: A Novel,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,American fiction -- 19th century,Category: Novels; Category: American Literature,786731,133344
69429,Perch of the Devil,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Social classes -- Fiction; Spouses -- Fiction; Butte (Mont.) -- Fiction,Category: Novels; Category: American Literature,772508,130933
491,Rezanov,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,"Rezanov, Nikolai Petrovich, 1764-1807 -- Fiction; California -- History -- Fiction",Category: Historical Novels; Category: Romance; Category: American Literature,397459,67365
69460,Rulers of kings: A novel,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Statesmen -- Fiction,Category: Novels; Category: American Literature,768250,130211
6091,Senator North,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Political fiction; Washington (D.C.) -- Fiction; Legislators -- Fiction,Category: Novels; Category: American Literature,589642,99939
21903,The Californians,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Western stories; Upper class -- Fiction; California -- Fiction; San Francisco (Calif.) -- Fiction,Category: Novels; Category: American Literature,518031,87801
13246,The Conqueror: Being the True and Romantic Story of Alexander Hamilton,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,"Hamilton, Alexander, 1757-1804 -- Fiction",Category: Historical Novels; Category: Biographies; Category: American Literature,1176164,199349
65310,The Crystal Cup,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Young women -- Fiction; United States -- Social life and customs -- 20th century -- Fiction,Category: Novels; Category: American Literature; Category: Gender & Sexuality Studies,509876,86419
8535,The Sisters-In-Law: A Novel of Our Time,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,France -- Fiction; San Francisco (Calif.) -- Fiction,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",664983,112708
56340,Tower of Ivory: A Novel,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,London (England) -- Fiction; Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; Munich (Germany) -- Fiction,Category: Novels,947190,160540
72997,Transplanted,"Atherton, Gertrude Franklin Horn, 1857-1948",1857,1948,PS,Americans -- England -- Fiction; Man-woman relationships -- Fiction; British -- United States -- Fiction; Spouses -- Fiction; Aristocracy (Social class) -- England -- Fiction,Category: Historical Novels; Category: Novels; Category: American Literature,489352,82941
2693,Greyfriars Bobby,"Atkinson, Eleanor, 1863-1942",1863,1942,PS,Dogs -- Fiction; Scotland -- Fiction,Category: Historical Novels; Category: Children & Young Adult Reading; Category: Novels; Category: British Literature,377768,64028
53154,Cameron of Lochiel,"Aubert de Gaspé, Philippe, 1786-1871",1786,1871,PQ,Canada -- Fiction,Category: Historical Novels; Category: Romance; Category: French Literature,525732,89107
44534,A Trip to Mars,"Aubrey, Frank, 1847-1927",1847,1927,PR,Science fiction; Mars (Planet) -- Fiction,Category: Science-Fiction & Fantasy; Category: Adventure,455357,77179
43944,The Devil-Tree of El Dorado: A Novel,"Aubrey, Frank, 1847-1927",1847,1927,PR,Science fiction; Fantasy fiction; South America -- Fiction,Category: Adventure; Category: Novels,688649,116720
33007,Edelweiss: A Story,"Auerbach, Berthold, 1812-1882",1812,1882,PT,German fiction -- Translations into English,Category: Novels; Category: German Literature,587817,99630
33008,Landolin,"Auerbach, Berthold, 1812-1882",1812,1882,PT,German fiction -- Translations into English,Category: Novels; Category: German Literature,365960,62027
33294,On the Heights: A Novel,"Auerbach, Berthold, 1812-1882",1812,1882,PT,Guilt -- Fiction; Forgiveness -- Fiction; Love -- Fiction,Category: Historical Novels; Category: Novels; Category: German Literature,1666653,282483
32902,Villa Eden: The Country-House on the Rhine,"Auerbach, Berthold, 1812-1882",1812,1882,PT,"United States -- History -- Civil War, 1861-1865 -- Fiction; German fiction -- Translations into English; Rhine River Valley -- Fiction",Category: Romance; Category: Novels; Category: German Literature,2603419,441257
32446,Waldfried: A Novel,"Auerbach, Berthold, 1812-1882",1812,1882,PT,German fiction -- Translations into English,Category: Historical Novels; Category: Novels; Category: German Literature,826914,140154
158,Emma,"Austen, Jane, 1775-1817",1775,1817,PR,Humorous stories; England -- Fiction; Young women -- Fiction; Love stories; Fathers and daughters -- Fiction; Bildungsromans; Mate selection -- Fiction; Female friendship -- Fiction,Category: Novels; Category: British Literature,933709,158255
121,Northanger Abbey,"Austen, Jane, 1775-1817",1775,1817,PR,England -- Social life and customs -- 19th century -- Fiction; Satire; England -- Fiction; Young women -- Fiction; Love stories; Gothic fiction; Horror tales -- Appreciation -- Fiction; Books and reading -- Fiction; Gentry -- England -- Fiction; Marriage -- Economic aspects -- Fiction,Gothic Fiction; Category: Novels; Category: Classics of Literature; Category: British Literature,468035,79327
105,Persuasion,"Austen, Jane, 1775-1817",1775,1817,PR,England -- Social life and customs -- 19th century -- Fiction; Psychological fiction; Young women -- Fiction; Motherless families -- Fiction; Rejection (Psychology) -- Fiction; First loves -- Fiction; Dysfunctional families -- Fiction; Ship captains -- Fiction; Love stories; Regency fiction,Category: Novels; Category: British Literature,497555,84331
1342,Pride and Prejudice,"Austen, Jane, 1775-1817",1775,1817,PR,England -- Fiction; Young women -- Fiction; Love stories; Sisters -- Fiction; Domestic fiction; Courtship -- Fiction; Social classes -- Fiction,Best Books Ever Listings; Harvard Classics; Category: Romance; Category: Novels; Category: Classics of Literature; Category: British Literature,772386,130912
161,Sense and Sensibility,"Austen, Jane, 1775-1817",1775,1817,PR,England -- Social life and customs -- 19th century -- Fiction; Inheritance and succession -- Fiction; England -- Fiction; Young women -- Fiction; Love stories; Sisters -- Fiction; Domestic fiction; Mate selection -- Fiction; Social classes -- Fiction; Gentry -- England -- Fiction; Regency fiction,Category: Romance; Category: Novels; Category: Classics of Literature; Category: British Literature,712842,120820
35077,Girl Alone,"Austin, Anne, 1895-1975",1895,1975,PS,Fiction,Category: Novels; Category: American Literature,540458,91603
19403,Murder at Bridge,"Austin, Anne, 1895-1975",1895,1975,PS,Fiction; Detective and mystery stories,"Category: Crime, Thrillers and Mystery; Category: Novels",532130,90191
67608,Betty Alden: The first-born daughter of the Pilgrims,"Austin, Jane G. (Jane Goodwin), 1831-1894",1831,1894,PS,"United States -- History -- Colonial period, ca. 1600-1775 -- Fiction",Category: Historical Novels; Category: American Literature,645277,109368
4676,Outpost,"Austin, Jane G. (Jane Goodwin), 1831-1894",1831,1894,PS,Fiction,Category: Novels; Category: American Literature,470369,79723
22052,Standish of Standish: A Story of the Pilgrims,"Austin, Jane G. (Jane Goodwin), 1831-1894",1831,1894,PS,"Massachusetts -- History -- New Plymouth, 1620-1691 -- Fiction",Category: Historical Novels; Category: Romance; Category: Novels; Category: American Literature,684953,116093
38592,A Woman of Genius,"Austin, Mary, 1868-1934",1868,1934,PS,Women -- United States -- Fiction,Category: Novels; Category: American Literature,695578,117894
61530,Outland,"Austin, Mary, 1868-1934",1868,1934,PS,Fantasy fiction; California -- Fiction,Category: Novels; Category: American Literature,350810,59459
9913,The Trail Book,"Austin, Mary, 1868-1934",1868,1934,PS,"Indians of North America -- Fiction; Western stories; American Museum of Natural History -- Fiction; Nature stories, American","Category: Children & Young Adult Reading; Category: Adventure; Category: Mythology, Legends & Folklore",419992,71185
42085,A Bachelor Husband,"Ayres, Ruby M. (Ruby Mildred), 1883-1955",1883,1955,PR,Inheritance and succession -- Fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Marriage -- Fiction; England -- Social life and customs -- 20th century -- Fiction,Category: Romance; Category: Novels; Category: British Literature,561492,95168
30286,The Phantom Lover,"Ayres, Ruby M. (Ruby Mildred), 1883-1955",1883,1955,PR,Fiction,Category: Romance; Category: Novels; Category: British Literature,537786,91150
17446,The Second Honeymoon,"Ayres, Ruby M. (Ruby Mildred), 1883-1955",1883,1955,PR,Fiction,Category: Romance; Category: Novels; Category: British Literature,369989,62709
74650,A voyage of discovery,"Aïdé, Hamilton, 1826-1906",1826,1906,PR,Siblings -- Fiction; British -- United States -- Fiction; New York (N.Y.) -- Social life and customs -- 19th century -- Fiction; Transatlantic voyages -- Fiction; Boston (Mass.) -- Social life and customs -- 19th century -- Fiction,,514854,87263
20367,The Coming of the King,"Babcock, Bernie, 1868-1962",1868,1962,PS,Jesus Christ -- Fiction; Christian fiction,Category: Historical Novels,464473,78724
62028,The Soul of Ann Rutledge: Abraham Lincoln's Romance,"Babcock, Bernie, 1868-1962",1868,1962,PS,"Lincoln, Abraham, 1809-1865 -- Fiction; Rutledge, Ann, -1835 -- Fiction",Category: Historical Novels; Category: Romance; Category: American Literature,357065,60519
48009,Under the Law,"Babcock, Edwina Stanton, 1875-1965",1875,1965,PS,Young women -- Fiction; New York (State) -- Social life and customs -- Fiction; Amnesiacs -- Fiction; Trials -- Fiction,Category: Novels; Category: American Literature,530788,89964
17237,A Man for the Ages: A Story of the Builders of Democracy,"Bacheller, Irving, 1859-1950",1859,1950,PS,"Lincoln, Abraham, 1809-1865 -- Fiction","Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: American Literature",577878,97945
12102,Darrel of the Blessed Isles,"Bacheller, Irving, 1859-1950",1859,1950,PS,Fiction,Category: Novels; Category: American Literature,410041,69498
2799,Eben Holden: A Tale of the North Country,"Bacheller, Irving, 1859-1950",1859,1950,PS,Historical fiction; Farm life -- Fiction; New York (State) -- Fiction,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",492707,83509
15608,In the Days of Poor Richard,"Bacheller, Irving, 1859-1950",1859,1950,PS,"United States -- History -- Revolution, 1775-1783 -- Fiction",Category: Historical Novels; Category: Romance; Category: Adventure; Category: American Literature,577019,97799
50091,"Silas Strong, Emperor of the Woods","Bacheller, Irving, 1859-1950",1859,1950,PS,Adirondack Mountains (N.Y.) -- Fiction; Logging -- Fiction,Category: Novels; Category: American Literature,379035,64243
50002,The Hand-Made Gentleman: A Tale of the Battles of Peace,"Bacheller, Irving, 1859-1950",1859,1950,PS,United States -- History -- 19th century -- Fiction,Category: Novels; Category: American Literature,383413,64985
14150,The Light in the Clearing: A Tale of the North Country in the Time of Silas Wright,"Bacheller, Irving, 1859-1950",1859,1950,PS,"New York (State) -- Fiction; Wright, Silas, 1795-1847 -- Fiction","Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: American Literature",508657,86213
73270,The waning of a world,"Backus, W. Elwyn (Waldo Elwyn), 1892-1979",1892,1979,PS,Science fiction; Martians -- Fiction; Space ships -- Fiction; Space flight to Mars -- Fiction,Category: Science-Fiction & Fantasy; Category: Novels,372249,63093
34280,"Lightnin' | After the Play of the Same Name by Winchell Smith and Frank Bacon","Bacon, Frank, 1864-1922",1864,1922,PS,Married people -- Fiction; California -- Fiction; Nevada -- Fiction; Hotels -- Fiction,Category: Humour; Category: Novels; Category: American Literature,335872,56927
26277,Margarita's Soul: The Romantic Recollections of a Man of Fifty,"Bacon, Josephine Daskam, 1876-1961",1876,1961,PS,Fiction,Category: Romance; Category: Novels; Category: American Literature,569567,96536
19869,While Caroline Was Growing,"Bacon, Josephine Daskam, 1876-1961",1876,1961,PS,Girls -- Fiction,Category: Children & Young Adult Reading; Category: Novels; Category: American Literature,364507,61780
26984,Across the Mesa,"Bagg, Helen, 1879-1959",1879,1959,PS,Americans -- Mexico -- Fiction; Young women -- Fiction; Love stories; Adventure stories,Category: Adventure; Category: Novels; Category: American Literature,454675,77063
9978,The Happy Foreigner,"Bagnold, Enid, 1889-1981",1889,1981,PR,"World War, 1914-1918 -- Fiction",Category: Novels; Category: British Literature,375823,63698
46693,The Passport,"Bagot, Richard, 1860-1921",1860,1921,PR,Italy -- Fiction,Category: Novels,808456,137026
59653,Call Mr. Fortune,"Bailey, H. C. (Henry Christopher), 1878-1961",1878,1961,PR,Detective and mystery stories; Forensic scientists -- Fiction,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",342130,57988
60096,Mr. Fortune's Practice,"Bailey, H. C. (Henry Christopher), 1878-1961",1878,1961,PR,Detective and mystery stories; Forensic scientists -- Fiction,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",341732,57920
