pg_id,title,author,born,died,locc,subjects,bookshelves,bytes,words_est
36481,"Auriol; or, The Elixir of Life","Ainsworth, William Harrison, 1805-1882",1805,1882,PR,Detective and mystery stories; Horror tales; Gothic fiction; Paranormal fiction,Category: Historical Novels; Category: Science-Fiction & Fantasy; Category: Novels; Category: British Literature,347911,58967
47348,"Boscobel; or, the royal oak: A tale of the year 1651","Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Fiction",Category: Historical Novels; Category: British Literature,959519,162630
54484,"Cardinal Pole; Or, The Days of Philip and Mary: An Historical Romance","Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"Great Britain -- History -- Mary I, 1553-1558 -- Fiction; Pole, Reginald, 1500-1558 -- Fiction",Category: Historical Novels; Category: British Literature,830864,140824
49680,"Chetwynd Calverley | New Edition, 1877","Ainsworth, William Harrison, 1805-1882",1805,1882,PR,Fiction,Category: Novels,588517,99748
37750,"Guy Fawkes; or, The Gunpowder Treason: An Historical Romance","Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"Gunpowder Plot, 1605 -- Fiction; Great Britain -- History -- James I, 1603-1625 -- Fiction; Fawkes, Guy, 1570-1606 -- Fiction",Category: Historical Novels; Category: Romance; Category: British Literature,988769,167587
16215,Jack Sheppard: A Romance,"Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"England -- Fiction; Sheppard, Jack, 1702-1724 -- Fiction; Thieves -- Fiction","Category: Historical Novels; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",934546,158397
11082,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"Historical fiction; Great Fire, London, England, 1666 -- Fiction; Plague -- Fiction; London (England) -- History -- 17th century -- Fiction; Fires -- Fiction; St. Paul's Cathedral (London, England) -- Fiction",Historical Fiction; Category: Historical Novels; Category: Novels; Category: British Literature,1168532,198056
49851,"Preston Fight; or, The Insurrection of 1715","Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"Jacobite Rebellion, 1715 -- Fiction",Category: Historical Novels; Category: Novels; Category: British Literature,590129,100021
23564,Rookwood,"Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"Turpin, Richard, 1706-1739 -- Fiction",Category: Historical Novels; Category: Novels; Category: British Literature,951452,161263
49681,The Constable De Bourbon,"Ainsworth, William Harrison, 1805-1882",1805,1882,PR,"Bourbon, Charles, duc de, 1490-1527 -- Fiction",Category: Historical Novels; Category: British Literature,735003,124576
