file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG67363_text.txt,1,39628,0.705,0.735,0.6545,0.4727,0.4917,0.0127
PG67363_text.txt,2,39628,0.705,0.735,0.7338,0.5231,0.4985,0.0142
PG67363_text.txt,3,39628,0.705,0.735,0.7446,0.5033,0.5018,0.0134
PG67363_text.txt,4,39628,0.705,0.735,0.7108,0.4786,0.4974,0.0161
PG67363_text.txt,5,39628,0.705,0.735,0.6695,0.4992,0.5038,0.0104
PG67363_text.txt,6,39628,0.705,0.735,0.7113,0.491,0.4938,0.0127
PG67363_text.txt,7,39628,0.705,0.735,0.7059,0.4976,0.4988,0.0142
PG67363_text.txt,8,39628,0.705,0.735,0.6675,0.5055,0.5028,0.0104
PG67363_text.txt,9,39628,0.705,0.735,0.6213,0.4931,0.5004,0.0142
PG67363_text.txt,10,39628,0.705,0.735,0.7642,0.5103,0.4984,0.0176
PG67363_text.txt,11,39628,0.705,0.735,0.6695,0.5308,0.5034,0.0142
PG67363_text.txt,12,39628,0.705,0.735,0.6769,0.4732,0.4959,0.0152
PG67363_text.txt,13,39628,0.705,0.735,0.6697,0.495,0.505,0.0202
PG67363_text.txt,14,39628,0.705,0.735,0.6872,0.5149,0.4983,0.0165
PG67363_text.txt,15,39628,0.705,0.735,0.6646,0.4843,0.4976,0.0164
PG67363_text.txt,16,39628,0.705,0.735,0.6134,0.4984,0.5022,0.0137
PG67363_text.txt,17,39628,0.705,0.735,0.6551,0.52,0.4986,0.0111
PG67363_text.txt,18,39628,0.705,0.735,0.6278,0.4929,0.5012,0.012
PG67363_text.txt,19,39628,0.705,0.735,0.6413,0.5168,0.5022,0.0152
PG67363_text.txt,20,39628,0.705,0.735,0.6481,0.4731,0.4939,0.017
