file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG58881_text.txt,1,15418,0.8452,0.8738,0.794,0.4939,0.5029,0.0168
PG58881_text.txt,2,15418,0.8452,0.8738,0.7267,0.4955,0.5107,0.0099
PG58881_text.txt,3,15418,0.8452,0.8738,0.782,0.4986,0.4914,0.0206
PG58881_text.txt,4,15418,0.8452,0.8738,0.7266,0.5449,0.5011,0.02
PG58881_text.txt,5,15418,0.8452,0.8738,0.7988,0.502,0.5067,0.0137
PG58881_text.txt,6,15418,0.8452,0.8738,0.7659,0.5004,0.4946,0.0097
PG58881_text.txt,7,15418,0.8452,0.8738,0.7429,0.5023,0.4997,0.0186
PG58881_text.txt,8,15418,0.8452,0.8738,0.7782,0.503,0.5023,0.0119
PG58881_text.txt,9,15418,0.8452,0.8738,0.6825,0.5106,0.5025,0.0229
PG58881_text.txt,10,15418,0.8452,0.8738,0.697,0.4971,0.4941,0.0136
PG58881_text.txt,11,15418,0.8452,0.8738,0.7147,0.4539,0.4861,0.0139
PG58881_text.txt,12,15418,0.8452,0.8738,0.6828,0.5086,0.5018,0.0159
PG58881_text.txt,13,15418,0.8452,0.8738,0.7212,0.5337,0.5068,0.0254
PG58881_text.txt,14,15418,0.8452,0.8738,0.7259,0.5075,0.5088,0.0264
PG58881_text.txt,15,15418,0.8452,0.8738,0.7173,0.4906,0.5067,0.0168
PG58881_text.txt,16,15418,0.8452,0.8738,0.6425,0.5173,0.4902,0.013
PG58881_text.txt,17,15418,0.8452,0.8738,0.6011,0.5,0.5046,0.0237
PG58881_text.txt,18,15418,0.8452,0.8738,0.6822,0.5165,0.4982,0.0155
PG58881_text.txt,19,15418,0.8452,0.8738,0.7087,0.4857,0.4924,0.0179
PG58881_text.txt,20,15418,0.8452,0.8738,0.6728,0.4946,0.4868,0.0157
