file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG32021_text.txt,1,59577,0.8425,0.9084,0.7539,0.5519,0.4958,0.0133
PG32021_text.txt,2,59577,0.8425,0.9084,0.7288,0.5793,0.4984,0.017
PG32021_text.txt,3,59577,0.8425,0.9084,0.7415,0.5269,0.4949,0.0093
PG32021_text.txt,4,59577,0.8425,0.9084,0.7216,0.4874,0.5048,0.0107
PG32021_text.txt,5,59577,0.8425,0.9084,0.7995,0.5428,0.5057,0.0154
PG32021_text.txt,6,59577,0.8425,0.9084,0.7478,0.5265,0.4946,0.0152
PG32021_text.txt,7,59577,0.8425,0.9084,0.777,0.5187,0.4971,0.0155
PG32021_text.txt,8,59577,0.8425,0.9084,0.7165,0.5465,0.5019,0.0136
PG32021_text.txt,9,59577,0.8425,0.9084,0.7167,0.4995,0.5091,0.0094
PG32021_text.txt,10,59577,0.8425,0.9084,0.711,0.5029,0.4986,0.0064
PG32021_text.txt,11,59577,0.8425,0.9084,0.7347,0.5173,0.5027,0.0146
PG32021_text.txt,12,59577,0.8425,0.9084,0.6376,0.5033,0.5004,0.0143
PG32021_text.txt,13,59577,0.8425,0.9084,0.6823,0.5142,0.4947,0.0088
PG32021_text.txt,14,59577,0.8425,0.9084,0.6928,0.4716,0.4953,0.0127
PG32021_text.txt,15,59577,0.8425,0.9084,0.7433,0.4733,0.5027,0.0182
PG32021_text.txt,16,59577,0.8425,0.9084,0.6566,0.4915,0.4979,0.01
PG32021_text.txt,17,59577,0.8425,0.9084,0.7027,0.4802,0.4959,0.0133
PG32021_text.txt,18,59577,0.8425,0.9084,0.6566,0.5016,0.4964,0.0106
PG32021_text.txt,19,59577,0.8425,0.9084,0.6941,0.495,0.4901,0.0142
PG32021_text.txt,20,59577,0.8425,0.9084,0.6922,0.4994,0.5069,0.0204
