file,N_all,N_filt,M_filtered,alpha,alpha0,q,k,B_orig,B_surr_mean,B_surr_std,B_fgn,orig_surr,orig_fgn
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,1,0.8909,0.7758,0.0041,0.7974,1.1483,1.1172
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,2,0.9879,0.7754,0.0065,0.7789,1.274,1.2682
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,3,0.9537,0.7762,0.005,0.7826,1.2286,1.2185
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,4,0.9991,0.7733,0.0044,0.774,1.2921,1.2908
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,5,0.9716,0.7774,0.0058,0.7711,1.2499,1.2601
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,6,0.9431,0.7738,0.0039,0.7752,1.2188,1.2165
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,7,0.9719,0.7728,0.0048,0.7861,1.2576,1.2364
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,8,0.9654,0.7745,0.0062,0.7846,1.2465,1.2305
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,9,0.9486,0.7757,0.0036,0.7693,1.2229,1.2331
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,10,0.8688,0.7751,0.0049,0.7741,1.1208,1.1224
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,11,0.8859,0.7733,0.0053,0.7736,1.1455,1.1451
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,12,0.8519,0.7743,0.0048,0.7724,1.1003,1.1029
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,13,0.8676,0.7767,0.0058,0.7716,1.1171,1.1244
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,14,0.8789,0.7754,0.004,0.7756,1.1334,1.1331
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,15,0.8859,0.777,0.0052,0.7732,1.1401,1.1457
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,16,0.866,0.7757,0.0061,0.7752,1.1164,1.1172
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,17,0.8571,0.7726,0.0043,0.7752,1.1094,1.1056
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,18,0.8786,0.7755,0.0044,0.7729,1.1329,1.1368
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,19,0.8318,0.7754,0.0048,0.7844,1.0728,1.0604
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.6,20,0.8613,0.7751,0.0047,0.7768,1.1113,1.1089
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,1,1.0024,0.8369,0.0061,0.8566,1.1977,1.1701
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,2,1.1189,0.8374,0.0081,0.8418,1.3362,1.3293
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,3,1.0617,0.8382,0.0054,0.8478,1.2667,1.2523
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,4,1.042,0.835,0.0087,0.8438,1.248,1.2349
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,5,1.1325,0.837,0.0059,0.8336,1.3529,1.3584
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,6,1.0174,0.8368,0.005,0.8344,1.2157,1.2194
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,7,1.0476,0.8344,0.0072,0.8423,1.2555,1.2437
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,8,1.0376,0.8391,0.0051,0.8511,1.2366,1.2191
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,9,1.056,0.8365,0.0039,0.8345,1.2624,1.2655
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,10,1.0095,0.8394,0.0044,0.8485,1.2027,1.1897
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,11,0.9891,0.8335,0.0047,0.841,1.1867,1.1761
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,12,0.9211,0.8347,0.0042,0.8415,1.1034,1.0946
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,13,0.9457,0.839,0.0082,0.8319,1.1272,1.1368
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,14,0.9438,0.8377,0.0046,0.8442,1.1266,1.1179
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,15,0.957,0.8384,0.006,0.841,1.1415,1.1379
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,16,0.9381,0.8382,0.0057,0.8398,1.1192,1.1171
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,17,1.0106,0.8345,0.0054,0.8313,1.211,1.2157
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,18,0.9797,0.8358,0.0061,0.8391,1.1722,1.1675
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,19,0.9171,0.8382,0.0068,0.8379,1.0942,1.0945
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.7,20,0.9373,0.8372,0.004,0.8287,1.1195,1.1311
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,1,1.139,0.8937,0.0083,0.9275,1.2744,1.2281
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,2,1.2812,0.8916,0.0081,0.9022,1.437,1.4201
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,3,1.2946,0.8942,0.0071,0.891,1.4477,1.4529
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,4,1.0765,0.895,0.0084,0.9,1.2028,1.1961
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,5,1.3216,0.8972,0.0088,0.8973,1.473,1.4728
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,6,1.0916,0.895,0.0067,0.8925,1.2196,1.223
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,7,1.1605,0.8904,0.008,0.9017,1.3033,1.2869
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,8,1.1126,0.8975,0.006,0.9067,1.2396,1.2271
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,9,1.1136,0.8982,0.0063,0.8967,1.2398,1.2418
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,10,1.084,0.8968,0.0066,0.899,1.2087,1.2057
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,11,1.0687,0.8936,0.0068,0.8981,1.196,1.19
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,12,1.0008,0.8928,0.008,0.8903,1.121,1.1241
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,13,1.0197,0.8935,0.0108,0.8964,1.1412,1.1376
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,14,1.0448,0.8943,0.0067,0.8917,1.1683,1.1717
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,15,1.0406,0.8981,0.0083,0.8989,1.1587,1.1577
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,16,1.0185,0.8962,0.0084,0.9005,1.1364,1.1311
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,17,1.0832,0.8924,0.0084,0.8991,1.2138,1.2047
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,18,1.0694,0.8949,0.0061,0.8994,1.195,1.189
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,19,1.0181,0.8965,0.0085,0.9039,1.1356,1.1263
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.8,20,1.0316,0.894,0.0099,0.8779,1.154,1.175
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,1,1.2712,0.9472,0.0098,0.9603,1.3421,1.3238
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,2,1.561,0.9441,0.0121,0.9746,1.6534,1.6017
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,3,1.604,0.9428,0.011,0.9554,1.7014,1.6789
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,4,1.1853,0.9511,0.011,0.9483,1.2462,1.2499
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,5,1.4724,0.9494,0.0121,0.9452,1.5508,1.5578
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,6,1.2723,0.9546,0.0139,0.9534,1.3329,1.3345
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,7,1.3998,0.9482,0.0107,0.9476,1.4762,1.4772
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,8,1.1809,0.9457,0.008,0.9761,1.2488,1.2099
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,9,1.1968,0.951,0.012,0.9576,1.2585,1.2498
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,10,1.1509,0.9488,0.0126,0.945,1.213,1.2179
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,11,1.203,0.9495,0.0114,0.9515,1.267,1.2643
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,12,1.0969,0.9496,0.011,0.9508,1.1551,1.1536
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,13,1.1437,0.949,0.0102,0.9676,1.2051,1.182
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,14,1.1624,0.9484,0.0147,0.9449,1.2256,1.2302
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,15,1.1327,0.953,0.0118,0.9441,1.1886,1.1998
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,16,1.1042,0.9514,0.0099,0.9501,1.1605,1.1621
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,17,1.1714,0.9484,0.0122,0.945,1.2352,1.2396
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,18,1.2096,0.9456,0.0124,0.9491,1.2793,1.2744
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,19,1.1263,0.9506,0.0128,0.9607,1.1848,1.1724
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.9,20,1.2263,0.9558,0.0151,0.9488,1.283,1.2925
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,1,1.5802,0.9748,0.0196,1.0016,1.6209,1.5776
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,2,1.7008,0.9646,0.0166,0.9978,1.7632,1.7045
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,3,1.9903,0.9745,0.0189,0.9459,2.0423,2.1041
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,4,1.2148,0.9796,0.0201,1.003,1.2401,1.2112
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,5,1.8558,0.9782,0.0183,0.9783,1.8972,1.8971
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,6,1.5807,0.9736,0.0165,0.9876,1.6236,1.6006
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,7,1.5093,0.9744,0.0189,0.9549,1.549,1.5806
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,8,1.2964,0.9729,0.0159,1.0106,1.3324,1.2827
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,9,1.3285,0.9703,0.017,1.0318,1.3691,1.2876
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,10,1.1864,0.9714,0.0236,0.9714,1.2213,1.2213
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,11,1.4071,0.9756,0.0172,0.9808,1.4422,1.4346
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,12,1.2249,0.969,0.0169,0.9802,1.2641,1.2496
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,13,1.1947,0.9704,0.0179,1.003,1.2312,1.1911
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,14,1.2411,0.9727,0.0123,0.9607,1.276,1.2919
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,15,1.369,0.9761,0.0104,0.9459,1.4024,1.4473
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,16,1.2451,0.9785,0.0168,0.9883,1.2724,1.2599
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,17,1.419,0.9778,0.0117,0.9537,1.4511,1.4878
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,18,1.2351,0.972,0.0181,1.0052,1.2706,1.2287
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,19,1.2283,0.9789,0.0162,0.9802,1.2548,1.2531
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.95,20,1.5056,0.9718,0.0162,0.9696,1.5493,1.5529
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,1,2.3831,1.0039,0.0542,1.0023,2.3739,2.3776
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,2,1.5586,0.9886,0.0369,1.0509,1.5766,1.4831
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,3,1.5749,0.9866,0.0304,1.0858,1.5963,1.4505
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,4,1.8157,0.9942,0.0388,0.9921,1.8263,1.8302
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,5,2.0239,0.9916,0.0378,0.9875,2.0411,2.0495
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,6,1.9314,0.9945,0.0442,1.0458,1.942,1.8468
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,7,2.6907,0.9876,0.0316,0.9571,2.7245,2.8114
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,8,1.839,1.011,0.0491,0.9938,1.819,1.8504
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,9,1.9136,0.9887,0.0483,0.9298,1.9354,2.0579
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,10,1.3537,0.9959,0.0361,0.939,1.3593,1.4416
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,11,1.4408,0.9913,0.0429,0.9861,1.4534,1.4611
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,12,1.6798,0.9958,0.0509,1.0327,1.6868,1.6266
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,13,1.669,0.9879,0.0384,0.9605,1.6894,1.7377
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,14,1.9804,0.9931,0.0301,0.9439,1.9942,2.0982
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,15,2.6069,0.9907,0.0451,0.9754,2.6312,2.6727
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,16,1.733,1.0141,0.0382,1.026,1.7089,1.689
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,17,1.6252,1.0065,0.0536,0.9199,1.6148,1.7667
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,18,1.3294,0.9882,0.0332,0.9566,1.3454,1.3897
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,19,1.4864,0.9967,0.0463,0.9183,1.4913,1.6187
PG32021_text.txt,153199,59945,59577,0.8425,0.9084,0.99,20,1.8372,0.9874,0.0431,1.0212,1.8606,1.799
