file,M_filtered,alpha,k,lag,rho_orig,rho_fgn,rho_surr,ci_95,orig_sig,fgn_sig,surr_sig
PG55262_text.txt,55990,0.6902,1,1,0.1363,0.0074,-0.00207,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,2,0.0912,0.00774,0.00344,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,5,0.08434,-0.00168,0.00219,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,10,0.07095,0.00254,0.00286,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,20,0.05824,0.00462,-0.00094,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,50,0.04568,-0.0042,0.00357,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,100,0.04567,0.00209,-0.00399,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,200,0.03539,0.00521,-0.0042,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,1,300,0.03029,0.00145,0.00534,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,1,0.13392,0.00099,0.00183,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,2,0.09393,-0.00075,-0.00746,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,5,0.07223,0.00273,0.0004,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,10,0.07086,0.00621,-0.00477,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,20,0.05273,0.00155,-0.00732,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,50,0.04477,-0.00109,-0.00223,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,100,0.04731,-0.00215,0.0077,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,200,0.04331,-0.00264,0.0055,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,2,300,0.03469,-0.00282,-0.00407,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,1,0.19424,-0.00032,0.00635,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,2,0.1441,-0.00275,0.00885,0.00828,1,0,1
PG55262_text.txt,55990,0.6902,3,5,0.11372,0.00654,-1e-05,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,10,0.09866,-0.00223,-0.00086,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,20,0.07888,-0.0072,-0.00579,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,50,0.06422,0.00682,0.00536,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,100,0.05221,-0.00217,-0.00238,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,200,0.03864,0.00428,0.0016,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,3,300,0.03047,-0.00308,0.00082,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,1,0.10956,-0.0004,0.00149,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,2,0.06245,0.0002,0.00554,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,5,0.04074,0.00056,0.00202,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,10,0.04663,-0.00435,0.0078,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,20,0.03373,-0.00148,-0.00461,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,50,0.02798,-0.00277,-0.00552,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,100,0.01292,-0.00207,0.00426,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,200,0.01956,0.00444,-0.00161,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,4,300,0.00937,0.00115,-0.01136,0.00828,1,0,1
PG55262_text.txt,55990,0.6902,5,1,0.08055,0.00646,-0.00237,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,5,2,0.05231,0.00231,0.00586,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,5,5,0.03308,-0.00501,-0.00316,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,5,10,0.03044,-0.00246,-0.00578,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,5,20,0.02453,-0.00012,-0.00078,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,5,50,0.01669,0.00615,-0.00049,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,5,100,0.01451,0.01018,-0.0008,0.00828,1,1,0
PG55262_text.txt,55990,0.6902,5,200,0.01167,-0.0028,-0.0111,0.00828,1,0,1
PG55262_text.txt,55990,0.6902,5,300,0.01441,-0.00143,-0.00467,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,1,0.10427,-0.00521,-0.00449,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,2,0.06974,0.00018,0.00589,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,5,0.04977,0.00327,0.00474,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,10,0.0488,-0.00852,-0.00158,0.00828,1,1,0
PG55262_text.txt,55990,0.6902,6,20,0.0438,0.00803,-0.00252,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,50,0.03805,-2e-05,0.00152,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,100,0.0279,0.002,-0.00316,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,200,0.02818,0.00812,-0.0038,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,6,300,0.02648,0.00193,0.00806,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,7,1,0.07968,0.00806,0.00401,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,7,2,0.04711,0.0078,0.00107,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,7,5,0.03027,0.00511,0.00264,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,7,10,0.01803,-0.00689,0.00604,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,7,20,0.00837,0.00291,-0.00656,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,7,50,0.00947,-0.0087,0.0027,0.00828,1,1,0
PG55262_text.txt,55990,0.6902,7,100,0.01387,0.00395,0.00092,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,7,200,0.00217,-0.0018,-0.00311,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,7,300,0.00094,0.00831,0.00525,0.00828,0,1,0
PG55262_text.txt,55990,0.6902,8,1,0.08617,0.00523,0.00575,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,8,2,0.05441,0.00159,3e-05,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,8,5,0.03285,0.00703,-0.00342,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,8,10,0.02946,-0.00547,-0.00022,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,8,20,0.01555,-0.00371,0.00254,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,8,50,0.01258,-0.0042,-0.00198,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,8,100,0.01538,-0.00073,0.00288,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,8,200,0.00304,0.00595,0.00524,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,8,300,0.01054,-0.00174,0.00016,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,9,1,0.07933,-0.00023,-0.0013,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,9,2,0.05894,0.0027,0.00221,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,9,5,0.04433,0.00011,-0.00321,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,9,10,0.03739,0.00504,-0.00028,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,9,20,0.02484,0.00624,0.00048,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,9,50,0.01887,0.00384,0.00644,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,9,100,0.00667,-0.00222,0.00695,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,9,200,0.00769,0.00835,0.00166,0.00828,0,1,0
PG55262_text.txt,55990,0.6902,9,300,0.00599,0.00284,-0.00969,0.00828,0,0,1
PG55262_text.txt,55990,0.6902,10,1,0.05352,0.00514,-0.00378,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,10,2,0.03782,-0.00773,-0.00127,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,10,5,0.02329,-0.0033,0.00449,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,10,10,0.02188,0.00194,0.0027,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,10,20,0.02284,0.00179,0.01424,0.00828,1,0,1
PG55262_text.txt,55990,0.6902,10,50,0.01131,-0.00432,0.00168,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,10,100,0.00315,-0.00088,-0.00237,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,10,200,0.00227,0.00268,0.0027,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,10,300,0.01269,0.00279,-0.00333,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,1,0.10355,0.0025,-0.00128,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,2,0.05927,-0.00467,-0.00243,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,5,0.0289,0.00753,5e-05,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,10,0.03111,0.00404,0.00382,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,20,0.01533,0.00932,0.00261,0.00828,1,1,0
PG55262_text.txt,55990,0.6902,11,50,0.01694,-0.001,-0.00209,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,100,0.01042,-0.00042,0.00237,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,200,0.01448,0.00033,0.00028,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,11,300,0.00237,0.00178,0.00198,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,12,1,0.06912,0.00306,0.00122,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,2,0.04144,-0.00073,0.0037,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,5,0.03325,-0.0,0.0021,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,10,0.02871,-0.00036,-0.00198,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,20,0.0242,-0.00345,-0.00297,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,50,0.01366,-9e-05,-0.0017,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,100,0.01988,0.00112,-0.00324,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,200,0.02229,-0.00055,-0.00128,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,12,300,0.015,0.00197,0.00062,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,13,1,0.07222,0.00592,-0.00302,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,13,2,0.04107,-0.00431,0.00552,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,13,5,0.0207,0.00179,-0.00272,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,13,10,0.02846,-0.00109,-0.00015,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,13,20,0.02611,-0.00124,-0.00295,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,13,50,0.01795,-0.00921,0.00283,0.00828,1,1,0
PG55262_text.txt,55990,0.6902,13,100,0.0082,0.00404,-0.00039,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,13,200,0.00547,0.00024,-0.00572,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,13,300,0.01648,0.00707,0.00265,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,14,1,0.05186,-0.00341,-7e-05,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,14,2,0.03486,-0.00543,-0.0048,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,14,5,0.03219,-0.00934,-0.0001,0.00828,1,1,0
PG55262_text.txt,55990,0.6902,14,10,0.02953,-0.0,0.00042,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,14,20,0.01739,0.00359,-0.00095,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,14,50,0.01153,0.00446,0.00258,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,14,100,0.007,-0.00648,-1e-05,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,14,200,0.00428,-0.00314,-0.00265,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,14,300,0.00895,-0.00875,-0.00938,0.00828,1,1,1
PG55262_text.txt,55990,0.6902,15,1,0.06676,0.005,-0.00144,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,15,2,0.03714,0.00692,0.00208,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,15,5,0.02141,-0.00073,0.00829,0.00828,1,0,1
PG55262_text.txt,55990,0.6902,15,10,0.02726,0.0021,-0.00344,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,15,20,0.02463,-0.00283,-0.00398,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,15,50,0.01824,0.00062,0.00843,0.00828,1,0,1
PG55262_text.txt,55990,0.6902,15,100,0.01033,0.00046,0.00245,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,15,200,0.00654,0.00382,0.00197,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,15,300,0.00504,-0.00272,0.00325,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,16,1,0.0733,-0.00313,0.00345,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,2,0.04781,0.00444,-0.00264,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,5,0.02965,0.00321,-0.00497,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,10,0.02139,-0.00422,0.00566,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,20,0.01812,0.00387,0.0003,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,50,0.01854,-0.0076,0.00096,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,100,0.01085,0.00098,-0.00105,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,200,0.01124,0.00414,0.00077,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,16,300,0.00509,-0.00229,-0.00162,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,17,1,0.0601,-0.00284,0.00631,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,17,2,0.02801,6e-05,-0.00105,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,17,5,0.02461,-0.00227,0.00386,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,17,10,0.01747,-0.00066,0.00096,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,17,20,0.0154,0.00118,0.00688,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,17,50,0.01855,0.00264,-0.00722,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,17,100,0.00826,0.00392,0.00654,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,17,200,0.00899,-0.00224,-0.00153,0.00828,1,0,0
PG55262_text.txt,55990,0.6902,17,300,0.00819,-0.00137,-0.0022,0.00828,0,0,0
PG55262_text.txt,55990,0.6902,18,1,0.07955,-0.00707,-0.00088,0.00828,1,0,0
