file,M_filtered,alpha,k,lag,rho_orig,rho_fgn,rho_surr,ci_95,orig_sig,fgn_sig,surr_sig
PG9662_text.txt,17858,0.8043,1,1,0.03958,0.0043,0.00426,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,1,2,0.01941,-0.00199,-0.00271,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,1,5,0.02544,0.00465,0.00315,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,1,10,0.02379,0.01052,0.01194,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,1,20,0.01906,-0.00511,0.00123,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,1,50,0.03369,0.00369,-0.00638,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,1,100,0.01772,-0.00346,-0.00322,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,1,200,0.00627,0.01079,-0.01343,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,1,300,0.00446,0.00381,-0.00427,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,2,1,0.08252,0.00143,-0.01465,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,2,2,0.03784,0.00125,0.00484,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,2,5,0.02109,0.00855,-0.00276,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,2,10,0.01339,-0.0121,-0.00414,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,2,20,0.0241,0.00733,0.0092,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,2,50,0.00439,0.00905,-0.0034,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,2,100,0.00854,0.00274,0.01042,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,2,200,0.0095,-0.00586,0.01631,0.01467,0,0,1
PG9662_text.txt,17858,0.8043,2,300,-0.00386,-0.00638,0.00631,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,3,1,0.0631,0.00697,0.00245,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,3,2,0.03723,-0.00607,0.00178,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,3,5,0.03171,-0.0069,0.00114,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,3,10,0.03446,0.01727,-0.00346,0.01467,1,1,0
PG9662_text.txt,17858,0.8043,3,20,0.01896,0.00123,0.00826,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,3,50,0.00359,-0.00787,-0.01308,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,3,100,0.02229,0.01078,0.00135,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,3,200,0.01998,-0.00231,-0.00712,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,3,300,0.01057,-0.006,0.00139,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,4,1,0.06706,-0.00516,0.01137,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,4,2,0.03909,-0.00065,-0.00789,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,4,5,0.02245,0.01068,-0.00501,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,4,10,0.00214,-0.00296,-0.00326,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,4,20,0.02379,-0.01214,-0.00284,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,4,50,-0.00273,-0.00431,-0.00386,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,4,100,0.01312,0.00301,0.00454,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,4,200,0.00666,-0.00495,0.00249,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,4,300,0.01262,-0.0001,-0.00532,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,5,1,0.06355,-0.00655,-0.00326,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,5,2,0.03661,-0.00422,0.00523,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,5,5,0.02268,-0.00471,0.01823,0.01467,1,0,1
PG9662_text.txt,17858,0.8043,5,10,0.02348,0.00511,-0.00096,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,5,20,0.01308,0.00622,0.00511,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,5,50,0.0268,0.00842,-0.01508,0.01467,1,0,1
PG9662_text.txt,17858,0.8043,5,100,0.00995,0.00093,-0.00903,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,5,200,0.00816,0.00012,-0.0073,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,5,300,0.00816,0.00251,-0.00395,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,6,1,0.06932,0.00903,-0.00049,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,6,2,0.03629,0.00284,-0.01172,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,6,5,0.03252,-0.00669,0.01183,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,6,10,0.02493,-0.00288,0.02242,0.01467,1,0,1
PG9662_text.txt,17858,0.8043,6,20,0.01842,-0.00177,0.00345,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,6,50,0.01344,-0.00888,0.004,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,6,100,-0.00167,-0.00943,-0.00211,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,6,200,0.01319,0.00836,-0.0098,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,6,300,-0.00263,0.00542,-0.00114,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,7,1,0.07204,0.01044,0.00986,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,7,2,0.03481,-0.01259,0.00272,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,7,5,0.02181,0.00314,0.00831,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,7,10,0.02186,-0.00825,0.00427,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,7,20,0.01003,0.00649,-0.00577,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,7,50,0.01777,-0.0075,-0.01503,0.01467,1,0,1
PG9662_text.txt,17858,0.8043,7,100,0.00321,-0.00665,-0.00342,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,7,200,0.01138,-0.00108,0.00634,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,7,300,0.01443,0.00249,0.01554,0.01467,0,0,1
PG9662_text.txt,17858,0.8043,8,1,0.10249,0.00157,-0.00052,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,8,2,0.06339,0.00284,0.01312,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,8,5,0.04161,-0.0013,0.00339,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,8,10,0.02325,0.00179,0.00112,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,8,20,0.02623,0.01075,0.00591,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,8,50,0.02033,-0.00922,-0.0081,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,8,100,0.01411,-0.00386,0.00845,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,8,200,0.00882,-0.00404,0.00287,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,8,300,0.0059,-0.00712,-0.00959,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,9,1,0.06102,-0.00529,0.01077,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,9,2,0.03951,-0.01569,-0.00423,0.01467,1,1,0
PG9662_text.txt,17858,0.8043,9,5,0.02184,-0.00503,0.00016,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,9,10,0.01127,-0.00184,-0.01056,0.01467,0,0,0
PG9662_text.txt,17858,0.8043,9,20,0.01583,0.00931,-0.01099,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,9,50,0.01993,0.01053,0.0051,0.01467,1,0,0
PG9662_text.txt,17858,0.8043,9,100,0.01935,0.00834,-0.01667,0.01467,1,0,1
