file,N_all,N_filt,M_filtered,alpha,alpha0,q,k,B_orig,B_surr_mean,B_surr_std,B_fgn,orig_surr,orig_fgn
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,1,0.9106,0.7736,0.0076,0.7995,1.177,1.139
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,2,0.903,0.7754,0.0065,0.771,1.1645,1.1711
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,3,0.9064,0.7803,0.0077,0.7711,1.1616,1.1754
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,4,1.0262,0.7785,0.0057,0.7713,1.3181,1.3304
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,5,0.8412,0.7749,0.0098,0.7789,1.0855,1.08
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,6,0.8424,0.7761,0.0094,0.7693,1.0854,1.0951
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,7,0.8737,0.7771,0.0098,0.7636,1.1243,1.1442
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,8,0.9063,0.7772,0.0074,0.7724,1.1661,1.1734
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,9,0.8442,0.7734,0.0087,0.7767,1.0916,1.087
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,10,0.8877,0.7749,0.0083,0.758,1.1455,1.171
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,11,0.8373,0.7733,0.0103,0.7758,1.0827,1.0793
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,12,0.8711,0.7779,0.0066,0.7742,1.1198,1.1252
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,13,0.8366,0.7729,0.0065,0.7836,1.0824,1.0677
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,14,0.831,0.7764,0.0064,0.7695,1.0702,1.0799
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,15,0.8381,0.7707,0.0083,0.7925,1.0875,1.0575
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,16,0.8174,0.7762,0.0096,0.7661,1.053,1.0669
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,17,0.8119,0.7758,0.009,0.78,1.0465,1.0409
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,18,0.8292,0.7759,0.0085,0.7663,1.0687,1.0821
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,19,0.8407,0.7752,0.0063,0.7847,1.0846,1.0715
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.6,20,0.8171,0.7739,0.0074,0.7751,1.0558,1.0542
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,1,1.0039,0.8377,0.0094,0.8571,1.1983,1.1713
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,2,1.0201,0.8335,0.007,0.8275,1.2239,1.2327
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,3,0.9897,0.8407,0.0097,0.8401,1.1773,1.1781
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,4,1.2736,0.8364,0.0099,0.8237,1.5228,1.5462
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,5,0.9263,0.832,0.015,0.8568,1.1134,1.0812
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,6,0.9366,0.8384,0.0112,0.8322,1.1171,1.1254
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,7,0.9275,0.8382,0.0099,0.8393,1.1066,1.1052
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,8,0.9888,0.8398,0.0069,0.825,1.1774,1.1984
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,9,0.9519,0.8363,0.012,0.8249,1.1382,1.1539
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,10,0.9698,0.8367,0.0093,0.8269,1.1591,1.1728
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,11,0.917,0.8368,0.0086,0.8313,1.0959,1.1031
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,12,0.951,0.8392,0.0085,0.8504,1.1332,1.1183
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,13,0.933,0.8345,0.0102,0.8307,1.118,1.1231
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,14,0.9335,0.8359,0.0096,0.8466,1.1168,1.1027
PG56852_text.txt,64665,21850,21666,0.87,0.8969,0.7,15,0.9036,0.8361,0.0114,0.8506,1.0808,1.0624
