file,M_filtered,alpha,k,lag,rho_orig,rho_fgn,rho_surr,ci_95,orig_sig,fgn_sig,surr_sig
PG33224_text.txt,176352,0.766,1,1,0.10321,0.01115,0.00164,0.00467,1,1,0
PG33224_text.txt,176352,0.766,1,2,0.0632,0.01041,0.00013,0.00467,1,1,0
PG33224_text.txt,176352,0.766,1,5,0.05396,0.00342,0.00121,0.00467,1,0,0
PG33224_text.txt,176352,0.766,1,10,0.05029,-0.00137,-0.0038,0.00467,1,0,0
PG33224_text.txt,176352,0.766,1,20,0.03824,0.00177,0.00079,0.00467,1,0,0
PG33224_text.txt,176352,0.766,1,50,0.03431,0.00404,0.00195,0.00467,1,0,0
PG33224_text.txt,176352,0.766,1,100,0.03185,0.00628,-0.00364,0.00467,1,1,0
PG33224_text.txt,176352,0.766,1,200,0.02716,0.00365,8e-05,0.00467,1,0,0
PG33224_text.txt,176352,0.766,1,300,0.02763,0.00068,-0.00082,0.00467,1,0,0
PG33224_text.txt,176352,0.766,2,1,0.24072,0.00989,0.00071,0.00467,1,1,0
PG33224_text.txt,176352,0.766,2,2,0.1655,0.00265,-3e-05,0.00467,1,0,0
PG33224_text.txt,176352,0.766,2,5,0.12225,0.00565,-0.00065,0.00467,1,1,0
PG33224_text.txt,176352,0.766,2,10,0.11011,0.00442,-0.00202,0.00467,1,0,0
PG33224_text.txt,176352,0.766,2,20,0.09727,0.00055,-0.00089,0.00467,1,0,0
PG33224_text.txt,176352,0.766,2,50,0.07805,0.00406,-0.00023,0.00467,1,0,0
PG33224_text.txt,176352,0.766,2,100,0.07134,0.00301,0.00026,0.00467,1,0,0
PG33224_text.txt,176352,0.766,2,200,0.06478,0.00187,3e-05,0.00467,1,0,0
PG33224_text.txt,176352,0.766,2,300,0.06102,0.00428,0.00394,0.00467,1,0,0
PG33224_text.txt,176352,0.766,3,1,0.23087,0.0122,0.00069,0.00467,1,1,0
PG33224_text.txt,176352,0.766,3,2,0.15953,0.00641,-0.00319,0.00467,1,1,0
PG33224_text.txt,176352,0.766,3,5,0.11609,0.00285,-0.00204,0.00467,1,0,0
PG33224_text.txt,176352,0.766,3,10,0.10145,0.00331,-0.00046,0.00467,1,0,0
PG33224_text.txt,176352,0.766,3,20,0.09467,-0.00015,-0.00458,0.00467,1,0,0
PG33224_text.txt,176352,0.766,3,50,0.07595,1e-05,-0.00448,0.00467,1,0,0
PG33224_text.txt,176352,0.766,3,100,0.0747,0.00123,-0.00046,0.00467,1,0,0
PG33224_text.txt,176352,0.766,3,200,0.06594,0.0005,-0.00204,0.00467,1,0,0
PG33224_text.txt,176352,0.766,3,300,0.06046,0.00096,-0.00074,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,1,0.1685,0.0038,0.00024,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,2,0.10807,-0.00038,0.00019,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,5,0.07803,0.00024,0.00374,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,10,0.0697,-6e-05,-0.00124,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,20,0.05909,-0.00166,0.00404,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,50,0.05095,-0.00107,-0.00296,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,100,0.04354,-0.00072,-6e-05,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,200,0.0323,-0.00046,-0.00261,0.00467,1,0,0
PG33224_text.txt,176352,0.766,4,300,0.03118,0.00133,-0.00193,0.00467,1,0,0
PG33224_text.txt,176352,0.766,5,1,0.18944,-0.00222,0.00207,0.00467,1,0,0
PG33224_text.txt,176352,0.766,5,2,0.12018,0.00015,-0.00027,0.00467,1,0,0
PG33224_text.txt,176352,0.766,5,5,0.07324,-0.00418,-0.00303,0.00467,1,0,0
