file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG17498_text.txt,1,28632,0.7607,0.7813,0.6368,0.53,0.5019,0.0147
PG17498_text.txt,2,28632,0.7607,0.7813,0.7401,0.4821,0.4991,0.0112
PG17498_text.txt,3,28632,0.7607,0.7813,0.7173,0.4728,0.5071,0.0154
PG17498_text.txt,4,28632,0.7607,0.7813,0.6941,0.5297,0.502,0.0136
PG17498_text.txt,5,28632,0.7607,0.7813,0.6433,0.5078,0.496,0.017
PG17498_text.txt,6,28632,0.7607,0.7813,0.6095,0.5202,0.505,0.0139
PG17498_text.txt,7,28632,0.7607,0.7813,0.596,0.487,0.4893,0.0157
PG17498_text.txt,8,28632,0.7607,0.7813,0.6081,0.4953,0.4982,0.0109
PG17498_text.txt,9,28632,0.7607,0.7813,0.6086,0.4792,0.4922,0.0194
PG17498_text.txt,10,28632,0.7607,0.7813,0.6395,0.4803,0.4969,0.0183
PG17498_text.txt,11,28632,0.7607,0.7813,0.599,0.4828,0.4898,0.0209
PG17498_text.txt,12,28632,0.7607,0.7813,0.584,0.5134,0.4883,0.0211
PG17498_text.txt,13,28632,0.7607,0.7813,0.593,0.5056,0.5098,0.0243
PG17498_text.txt,14,28632,0.7607,0.7813,0.5921,0.4857,0.5025,0.0152
PG17498_text.txt,15,28632,0.7607,0.7813,0.6002,0.49,0.4948,0.0223
PG17498_text.txt,16,28632,0.7607,0.7813,0.6321,0.5123,0.4952,0.0129
PG17498_text.txt,17,28632,0.7607,0.7813,0.5632,0.5041,0.5047,0.0158
PG17498_text.txt,18,28632,0.7607,0.7813,0.6152,0.4993,0.5045,0.0138
PG17498_text.txt,19,28632,0.7607,0.7813,0.5643,0.5068,0.4966,0.0167
PG17498_text.txt,20,28632,0.7607,0.7813,0.6045,0.4925,0.494,0.0175
