file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG1400_text.txt,1,61005,0.6932,0.735,0.5991,0.5299,0.4941,0.0172
PG1400_text.txt,2,61005,0.6932,0.735,0.6781,0.4957,0.49,0.0144
PG1400_text.txt,3,61005,0.6932,0.735,0.6857,0.5073,0.4983,0.0126
PG1400_text.txt,4,61005,0.6932,0.735,0.6398,0.5203,0.5088,0.0139
PG1400_text.txt,5,61005,0.6932,0.735,0.6384,0.4875,0.5006,0.0118
PG1400_text.txt,6,61005,0.6932,0.735,0.6287,0.5103,0.5055,0.0158
PG1400_text.txt,7,61005,0.6932,0.735,0.6421,0.4699,0.5012,0.0093
PG1400_text.txt,8,61005,0.6932,0.735,0.6264,0.4932,0.5005,0.0092
PG1400_text.txt,9,61005,0.6932,0.735,0.6338,0.4875,0.4984,0.0097
PG1400_text.txt,10,61005,0.6932,0.735,0.6429,0.5084,0.4991,0.0147
PG1400_text.txt,11,61005,0.6932,0.735,0.5735,0.5042,0.4929,0.008
PG1400_text.txt,12,61005,0.6932,0.735,0.6436,0.5233,0.499,0.0083
PG1400_text.txt,13,61005,0.6932,0.735,0.5696,0.4946,0.4982,0.0104
PG1400_text.txt,14,61005,0.6932,0.735,0.5902,0.516,0.4907,0.013
PG1400_text.txt,15,61005,0.6932,0.735,0.6465,0.5006,0.5031,0.0148
PG1400_text.txt,16,61005,0.6932,0.735,0.5769,0.5048,0.4896,0.0155
PG1400_text.txt,17,61005,0.6932,0.735,0.5842,0.5155,0.5062,0.0112
PG1400_text.txt,18,61005,0.6932,0.735,0.6101,0.5285,0.5043,0.0137
PG1400_text.txt,19,61005,0.6932,0.735,0.5942,0.487,0.4969,0.0123
PG1400_text.txt,20,61005,0.6932,0.735,0.6051,0.5216,0.4971,0.0126
