file,N_all,N_filt,M_filtered,alpha,alpha0,q,k,B_orig,B_surr_mean,B_surr_std,B_fgn,orig_surr,orig_fgn
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,1,0.9826,0.7747,0.0098,0.7771,1.2684,1.2644
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,2,1.1162,0.7751,0.0081,0.7891,1.44,1.4145
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,3,0.9181,0.7746,0.0088,0.7809,1.1853,1.1758
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,4,0.8829,0.7721,0.0068,0.7747,1.1435,1.1397
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,5,0.8728,0.7765,0.0085,0.7762,1.1241,1.1246
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,6,0.8815,0.7742,0.007,0.7752,1.1386,1.1371
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,7,0.9055,0.7737,0.0065,0.7867,1.1703,1.151
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,8,0.9015,0.7722,0.0079,0.7657,1.1675,1.1774
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,9,0.8497,0.7762,0.0092,0.7779,1.0947,1.0923
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,10,0.8509,0.7749,0.0059,0.7886,1.098,1.079
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,11,0.8354,0.7758,0.0084,0.7764,1.0769,1.076
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,12,0.8709,0.7772,0.0077,0.7612,1.1207,1.1441
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,13,0.8401,0.775,0.0073,0.7701,1.084,1.0909
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,14,0.8522,0.7732,0.0076,0.7648,1.1022,1.1142
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,15,0.8369,0.7786,0.0067,0.7765,1.0749,1.0778
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,16,0.8471,0.7754,0.0075,0.7744,1.0926,1.0939
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,17,0.8343,0.7756,0.0071,0.768,1.0757,1.0864
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,18,0.8428,0.7742,0.0063,0.7634,1.0886,1.1039
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,19,0.8437,0.7754,0.0072,0.7863,1.0882,1.073
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.6,20,0.8423,0.7763,0.0105,0.7756,1.085,1.086
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,1,1.0898,0.8396,0.0118,0.8415,1.2981,1.295
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,2,1.1981,0.8382,0.0103,0.8496,1.4293,1.4102
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,3,1.0397,0.837,0.0084,0.8789,1.2422,1.183
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,4,0.9566,0.8334,0.0087,0.8349,1.1478,1.1457
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,5,0.9527,0.839,0.0099,0.8296,1.1355,1.1485
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,6,0.9749,0.8331,0.0101,0.8346,1.1702,1.1681
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,7,0.9888,0.8367,0.0129,0.8439,1.1819,1.1717
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,8,0.9754,0.8304,0.0067,0.8348,1.1747,1.1685
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,9,0.8952,0.8406,0.0116,0.8347,1.0649,1.0724
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,10,0.952,0.8314,0.0121,0.8294,1.145,1.1478
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,11,0.9137,0.8407,0.012,0.8536,1.0868,1.0704
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,12,0.9589,0.8414,0.0085,0.8211,1.1396,1.1679
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,13,0.9186,0.8358,0.0091,0.8221,1.0992,1.1175
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,14,0.9478,0.8375,0.0104,0.8255,1.1317,1.1482
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,15,0.9145,0.8376,0.0083,0.8508,1.0917,1.0748
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,16,0.923,0.8378,0.0106,0.8238,1.1017,1.1204
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,17,0.917,0.8363,0.0091,0.8397,1.0964,1.0921
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,18,0.9308,0.8338,0.0112,0.8292,1.1163,1.1226
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,19,0.901,0.8361,0.0074,0.8434,1.0776,1.0682
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.7,20,0.9097,0.8374,0.0098,0.8312,1.0864,1.0944
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,1,1.1351,0.8974,0.0171,0.9065,1.2649,1.2522
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,2,1.268,0.8957,0.0121,0.9063,1.4157,1.3991
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,3,1.2098,0.8965,0.0156,0.918,1.3496,1.3179
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,4,1.0634,0.891,0.0122,0.8929,1.1935,1.1909
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,5,1.0911,0.8947,0.0142,0.9085,1.2195,1.201
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,6,1.0845,0.8916,0.0131,0.8673,1.2164,1.2504
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,7,1.0312,0.8927,0.0125,0.8918,1.1552,1.1563
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,8,1.0517,0.8885,0.013,0.8845,1.1837,1.189
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,9,0.9888,0.8976,0.0134,0.8932,1.1015,1.107
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,10,1.0333,0.8915,0.015,0.8852,1.159,1.1672
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,11,1.0128,0.8909,0.0151,0.923,1.1367,1.0972
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,12,1.0288,0.8972,0.0142,0.9032,1.1467,1.1391
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,13,0.993,0.8954,0.0138,0.8832,1.109,1.1243
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,14,1.02,0.8964,0.0154,0.8962,1.1379,1.1382
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,15,0.9871,0.8934,0.0137,0.9152,1.1049,1.0786
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,16,0.9883,0.8902,0.012,0.8872,1.1102,1.1139
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,17,0.99,0.8896,0.0151,0.8912,1.1128,1.1108
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,18,0.9778,0.8922,0.0137,0.8968,1.0959,1.0903
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,19,0.9906,0.8906,0.0149,0.9105,1.1122,1.088
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.8,20,0.9983,0.8897,0.0156,0.8882,1.1221,1.124
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.9,1,1.1606,0.9551,0.0208,0.9725,1.2151,1.1934
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.9,2,1.2725,0.9498,0.0197,0.9644,1.3397,1.3194
PG59981_text.txt,69531,22233,21916,0.6826,0.6772,0.9,3,1.3306,0.9497,0.0167,0.9333,1.4011,1.4257
