file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG2701_text.txt,1,78287,0.7007,0.735,0.6723,0.5272,0.4933,0.019
PG2701_text.txt,2,78287,0.7007,0.735,0.7114,0.493,0.4958,0.0132
PG2701_text.txt,3,78287,0.7007,0.735,0.7733,0.5234,0.4982,0.0155
PG2701_text.txt,4,78287,0.7007,0.735,0.7913,0.5221,0.4989,0.0145
PG2701_text.txt,5,78287,0.7007,0.735,0.7111,0.5175,0.5012,0.0179
PG2701_text.txt,6,78287,0.7007,0.735,0.6912,0.5114,0.499,0.0124
PG2701_text.txt,7,78287,0.7007,0.735,0.7038,0.497,0.4957,0.0162
PG2701_text.txt,8,78287,0.7007,0.735,0.7051,0.4896,0.4999,0.0109
PG2701_text.txt,9,78287,0.7007,0.735,0.7038,0.5187,0.4888,0.0118
PG2701_text.txt,10,78287,0.7007,0.735,0.651,0.4992,0.4971,0.0076
PG2701_text.txt,11,78287,0.7007,0.735,0.667,0.4887,0.4945,0.0176
PG2701_text.txt,12,78287,0.7007,0.735,0.6548,0.4845,0.5075,0.0163
PG2701_text.txt,13,78287,0.7007,0.735,0.6736,0.4975,0.5029,0.0139
PG2701_text.txt,14,78287,0.7007,0.735,0.6742,0.475,0.4958,0.0185
PG2701_text.txt,15,78287,0.7007,0.735,0.6546,0.511,0.502,0.0091
PG2701_text.txt,16,78287,0.7007,0.735,0.6388,0.5035,0.4987,0.013
PG2701_text.txt,17,78287,0.7007,0.735,0.6355,0.5318,0.5073,0.0155
PG2701_text.txt,18,78287,0.7007,0.735,0.6497,0.498,0.5041,0.0161
PG2701_text.txt,19,78287,0.7007,0.735,0.6348,0.5028,0.4993,0.015
PG2701_text.txt,20,78287,0.7007,0.735,0.6422,0.4713,0.4986,0.0132
