file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG18056_text.txt,1,30223,0.6826,0.7003,0.6362,0.4989,0.4952,0.0163
PG18056_text.txt,2,30223,0.6826,0.7003,0.666,0.4891,0.4976,0.0116
PG18056_text.txt,3,30223,0.6826,0.7003,0.5968,0.5145,0.4982,0.0095
PG18056_text.txt,4,30223,0.6826,0.7003,0.6468,0.5009,0.4942,0.0171
PG18056_text.txt,5,30223,0.6826,0.7003,0.6191,0.5057,0.4935,0.0121
PG18056_text.txt,6,30223,0.6826,0.7003,0.5828,0.5154,0.4956,0.0108
PG18056_text.txt,7,30223,0.6826,0.7003,0.6547,0.4899,0.4983,0.0226
PG18056_text.txt,8,30223,0.6826,0.7003,0.6322,0.4927,0.5034,0.0189
PG18056_text.txt,9,30223,0.6826,0.7003,0.6152,0.5084,0.4953,0.0185
PG18056_text.txt,10,30223,0.6826,0.7003,0.6013,0.5043,0.5036,0.0104
PG18056_text.txt,11,30223,0.6826,0.7003,0.6362,0.5004,0.5095,0.0093
PG18056_text.txt,12,30223,0.6826,0.7003,0.57,0.472,0.4906,0.0117
PG18056_text.txt,13,30223,0.6826,0.7003,0.6196,0.5136,0.496,0.0153
PG18056_text.txt,14,30223,0.6826,0.7003,0.5645,0.5,0.4979,0.0138
PG18056_text.txt,15,30223,0.6826,0.7003,0.5976,0.4833,0.5021,0.0163
PG18056_text.txt,16,30223,0.6826,0.7003,0.5998,0.5005,0.5014,0.0069
PG18056_text.txt,17,30223,0.6826,0.7003,0.595,0.5077,0.4942,0.0189
PG18056_text.txt,18,30223,0.6826,0.7003,0.5728,0.4886,0.5041,0.0178
PG18056_text.txt,19,30223,0.6826,0.7003,0.5835,0.4799,0.499,0.0161
PG18056_text.txt,20,30223,0.6826,0.7003,0.59,0.4953,0.499,0.0152
