file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG14598_text.txt,1,19205,0.6238,0.6309,0.6038,0.5062,0.5041,0.0161
PG14598_text.txt,2,19205,0.6238,0.6309,0.6239,0.4832,0.5017,0.0159
PG14598_text.txt,3,19205,0.6238,0.6309,0.7192,0.524,0.5005,0.0064
PG14598_text.txt,4,19205,0.6238,0.6309,0.5964,0.4963,0.5016,0.0182
PG14598_text.txt,5,19205,0.6238,0.6309,0.6707,0.5429,0.5027,0.0174
PG14598_text.txt,6,19205,0.6238,0.6309,0.5766,0.4966,0.5023,0.0184
PG14598_text.txt,7,19205,0.6238,0.6309,0.5991,0.5025,0.5084,0.0143
PG14598_text.txt,8,19205,0.6238,0.6309,0.6122,0.5279,0.503,0.0153
PG14598_text.txt,9,19205,0.6238,0.6309,0.6193,0.4915,0.5081,0.0201
PG14598_text.txt,10,19205,0.6238,0.6309,0.651,0.5051,0.497,0.022
PG14598_text.txt,11,19205,0.6238,0.6309,0.5838,0.4963,0.4874,0.0233
PG14598_text.txt,12,19205,0.6238,0.6309,0.581,0.4647,0.4921,0.013
PG14598_text.txt,13,19205,0.6238,0.6309,0.5905,0.5031,0.5028,0.0189
PG14598_text.txt,14,19205,0.6238,0.6309,0.6302,0.4981,0.5013,0.0126
PG14598_text.txt,15,19205,0.6238,0.6309,0.6221,0.4916,0.4975,0.0218
PG14598_text.txt,16,19205,0.6238,0.6309,0.5747,0.4741,0.5007,0.0148
PG14598_text.txt,17,19205,0.6238,0.6309,0.5975,0.5083,0.5017,0.0207
PG14598_text.txt,18,19205,0.6238,0.6309,0.5756,0.4986,0.5012,0.0148
PG14598_text.txt,19,19205,0.6238,0.6309,0.5609,0.5087,0.5066,0.0209
PG14598_text.txt,20,19205,0.6238,0.6309,0.5812,0.5002,0.4992,0.0156
