file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG996_text.txt,1,154710,0.7108,0.7581,0.683,0.5507,0.5017,0.0136
PG996_text.txt,2,154710,0.7108,0.7581,0.7218,0.5173,0.4984,0.0115
PG996_text.txt,3,154710,0.7108,0.7581,0.67,0.524,0.4971,0.0135
PG996_text.txt,4,154710,0.7108,0.7581,0.7204,0.5151,0.5033,0.0089
PG996_text.txt,5,154710,0.7108,0.7581,0.7399,0.4933,0.4904,0.0085
PG996_text.txt,6,154710,0.7108,0.7581,0.741,0.5045,0.4998,0.0039
PG996_text.txt,7,154710,0.7108,0.7581,0.6887,0.5077,0.5007,0.0079
PG996_text.txt,8,154710,0.7108,0.7581,0.6404,0.4933,0.4992,0.0111
PG996_text.txt,9,154710,0.7108,0.7581,0.6584,0.5026,0.5027,0.0094
PG996_text.txt,10,154710,0.7108,0.7581,0.6603,0.5042,0.4954,0.0086
PG996_text.txt,11,154710,0.7108,0.7581,0.6124,0.5135,0.503,0.0172
PG996_text.txt,12,154710,0.7108,0.7581,0.6398,0.4913,0.4984,0.0082
PG996_text.txt,13,154710,0.7108,0.7581,0.6583,0.5018,0.4974,0.0073
PG996_text.txt,14,154710,0.7108,0.7581,0.677,0.4999,0.4972,0.0157
PG996_text.txt,15,154710,0.7108,0.7581,0.6562,0.4979,0.5008,0.0118
PG996_text.txt,16,154710,0.7108,0.7581,0.6519,0.5012,0.4954,0.0099
PG996_text.txt,17,154710,0.7108,0.7581,0.6465,0.4917,0.4993,0.0066
PG996_text.txt,18,154710,0.7108,0.7581,0.6627,0.4837,0.4985,0.0069
PG996_text.txt,19,154710,0.7108,0.7581,0.6345,0.5094,0.4997,0.011
PG996_text.txt,20,154710,0.7108,0.7581,0.6164,0.4894,0.5006,0.005
