file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG70875_text.txt,1,58187,0.7136,0.7581,0.6263,0.5325,0.5048,0.0109
PG70875_text.txt,2,58187,0.7136,0.7581,0.7167,0.466,0.501,0.0102
PG70875_text.txt,3,58187,0.7136,0.7581,0.7473,0.5098,0.4941,0.0084
PG70875_text.txt,4,58187,0.7136,0.7581,0.7061,0.4979,0.4992,0.0102
PG70875_text.txt,5,58187,0.7136,0.7581,0.6629,0.4992,0.5062,0.0174
PG70875_text.txt,6,58187,0.7136,0.7581,0.6796,0.4948,0.4944,0.0137
PG70875_text.txt,7,58187,0.7136,0.7581,0.6536,0.5221,0.5014,0.0135
PG70875_text.txt,8,58187,0.7136,0.7581,0.61,0.4934,0.4984,0.0079
PG70875_text.txt,9,58187,0.7136,0.7581,0.6432,0.5061,0.4927,0.0243
PG70875_text.txt,10,58187,0.7136,0.7581,0.6508,0.4836,0.4971,0.0204
PG70875_text.txt,11,58187,0.7136,0.7581,0.6428,0.5197,0.4972,0.0132
PG70875_text.txt,12,58187,0.7136,0.7581,0.6281,0.5038,0.4984,0.0177
PG70875_text.txt,13,58187,0.7136,0.7581,0.6313,0.5087,0.5002,0.0105
PG70875_text.txt,14,58187,0.7136,0.7581,0.6072,0.5315,0.4916,0.0113
PG70875_text.txt,15,58187,0.7136,0.7581,0.6037,0.4858,0.4984,0.0121
PG70875_text.txt,16,58187,0.7136,0.7581,0.5472,0.506,0.4907,0.0071
PG70875_text.txt,17,58187,0.7136,0.7581,0.5842,0.4986,0.5077,0.014
PG70875_text.txt,18,58187,0.7136,0.7581,0.6024,0.4919,0.4935,0.0085
PG70875_text.txt,19,58187,0.7136,0.7581,0.5717,0.5123,0.4916,0.009
PG70875_text.txt,20,58187,0.7136,0.7581,0.625,0.4966,0.503,0.016
