file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG6485_text.txt,1,52988,0.7284,0.7581,0.6453,0.4862,0.5085,0.0085
PG6485_text.txt,2,52988,0.7284,0.7581,0.7332,0.5057,0.4996,0.0177
PG6485_text.txt,3,52988,0.7284,0.7581,0.6677,0.4967,0.4924,0.0163
PG6485_text.txt,4,52988,0.7284,0.7581,0.7235,0.4734,0.493,0.0118
PG6485_text.txt,5,52988,0.7284,0.7581,0.6713,0.5106,0.5007,0.0208
PG6485_text.txt,6,52988,0.7284,0.7581,0.657,0.4855,0.5033,0.0182
PG6485_text.txt,7,52988,0.7284,0.7581,0.6392,0.481,0.4996,0.0092
PG6485_text.txt,8,52988,0.7284,0.7581,0.6435,0.502,0.4961,0.012
PG6485_text.txt,9,52988,0.7284,0.7581,0.6286,0.4943,0.5012,0.01
PG6485_text.txt,10,52988,0.7284,0.7581,0.647,0.5009,0.4958,0.0145
PG6485_text.txt,11,52988,0.7284,0.7581,0.6382,0.5034,0.5007,0.0135
PG6485_text.txt,12,52988,0.7284,0.7581,0.5868,0.487,0.506,0.0103
PG6485_text.txt,13,52988,0.7284,0.7581,0.6145,0.4649,0.4985,0.0097
PG6485_text.txt,14,52988,0.7284,0.7581,0.6504,0.4902,0.5001,0.015
PG6485_text.txt,15,52988,0.7284,0.7581,0.6223,0.5166,0.5039,0.0153
PG6485_text.txt,16,52988,0.7284,0.7581,0.5928,0.4766,0.5019,0.0087
PG6485_text.txt,17,52988,0.7284,0.7581,0.6221,0.4761,0.5017,0.0178
PG6485_text.txt,18,52988,0.7284,0.7581,0.6085,0.5085,0.4978,0.011
PG6485_text.txt,19,52988,0.7284,0.7581,0.6266,0.5238,0.491,0.0075
PG6485_text.txt,20,52988,0.7284,0.7581,0.5773,0.5128,0.5067,0.0107
