file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG1947_text.txt,1,40257,0.7098,0.735,0.6385,0.517,0.5048,0.0159
PG1947_text.txt,2,40257,0.7098,0.735,0.7462,0.4974,0.4994,0.0087
PG1947_text.txt,3,40257,0.7098,0.735,0.6987,0.5096,0.4953,0.0105
PG1947_text.txt,4,40257,0.7098,0.735,0.687,0.5134,0.4989,0.0081
PG1947_text.txt,5,40257,0.7098,0.735,0.6533,0.4931,0.4931,0.0168
PG1947_text.txt,6,40257,0.7098,0.735,0.6684,0.5006,0.4955,0.0195
PG1947_text.txt,7,40257,0.7098,0.735,0.6208,0.5104,0.4947,0.0189
PG1947_text.txt,8,40257,0.7098,0.735,0.6125,0.4869,0.4936,0.0131
PG1947_text.txt,9,40257,0.7098,0.735,0.6532,0.4658,0.4963,0.0131
PG1947_text.txt,10,40257,0.7098,0.735,0.6015,0.4864,0.4977,0.0135
PG1947_text.txt,11,40257,0.7098,0.735,0.6519,0.4992,0.495,0.0208
PG1947_text.txt,12,40257,0.7098,0.735,0.5928,0.4917,0.4991,0.0179
PG1947_text.txt,13,40257,0.7098,0.735,0.5939,0.5162,0.4919,0.0133
PG1947_text.txt,14,40257,0.7098,0.735,0.6146,0.5191,0.5037,0.0143
PG1947_text.txt,15,40257,0.7098,0.735,0.6138,0.52,0.4989,0.0143
PG1947_text.txt,16,40257,0.7098,0.735,0.6291,0.5324,0.4917,0.0151
PG1947_text.txt,17,40257,0.7098,0.735,0.6082,0.4853,0.5049,0.0161
PG1947_text.txt,18,40257,0.7098,0.735,0.6355,0.4761,0.4984,0.0146
PG1947_text.txt,19,40257,0.7098,0.735,0.5755,0.4881,0.5057,0.0123
PG1947_text.txt,20,40257,0.7098,0.735,0.5821,0.4943,0.49,0.0128
