file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG76404_text.txt,1,85971,0.8228,0.8969,0.8346,0.5842,0.4957,0.009
PG76404_text.txt,2,85971,0.8228,0.8969,0.8347,0.515,0.5011,0.0171
PG76404_text.txt,3,85971,0.8228,0.8969,0.7693,0.6168,0.5072,0.0103
PG76404_text.txt,4,85971,0.8228,0.8969,0.7789,0.5542,0.4997,0.0102
PG76404_text.txt,5,85971,0.8228,0.8969,0.8025,0.5306,0.5062,0.0115
PG76404_text.txt,6,85971,0.8228,0.8969,0.7499,0.5315,0.4966,0.0132
PG76404_text.txt,7,85971,0.8228,0.8969,0.7475,0.5003,0.4953,0.0112
PG76404_text.txt,8,85971,0.8228,0.8969,0.7533,0.5165,0.495,0.0127
PG76404_text.txt,9,85971,0.8228,0.8969,0.7619,0.4801,0.4957,0.0151
PG76404_text.txt,10,85971,0.8228,0.8969,0.7374,0.504,0.4998,0.014
PG76404_text.txt,11,85971,0.8228,0.8969,0.7651,0.5046,0.5063,0.0092
PG76404_text.txt,12,85971,0.8228,0.8969,0.7267,0.4959,0.4983,0.0139
PG76404_text.txt,13,85971,0.8228,0.8969,0.7274,0.5003,0.5052,0.0097
PG76404_text.txt,14,85971,0.8228,0.8969,0.715,0.5423,0.4931,0.0131
PG76404_text.txt,15,85971,0.8228,0.8969,0.7229,0.4864,0.4972,0.0121
PG76404_text.txt,16,85971,0.8228,0.8969,0.7536,0.495,0.4931,0.0112
PG76404_text.txt,17,85971,0.8228,0.8969,0.7509,0.5136,0.4979,0.0153
PG76404_text.txt,18,85971,0.8228,0.8969,0.7023,0.5129,0.4983,0.0123
PG76404_text.txt,19,85971,0.8228,0.8969,0.7073,0.4901,0.5,0.0143
PG76404_text.txt,20,85971,0.8228,0.8969,0.6985,0.5111,0.5058,0.0148
