file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG145_text.txt,1,114343,0.7197,0.7581,0.6397,0.5611,0.4958,0.0117
PG145_text.txt,2,114343,0.7197,0.7581,0.6677,0.4877,0.5019,0.0167
PG145_text.txt,3,114343,0.7197,0.7581,0.7596,0.543,0.4997,0.0131
PG145_text.txt,4,114343,0.7197,0.7581,0.7024,0.487,0.4938,0.0177
PG145_text.txt,5,114343,0.7197,0.7581,0.6889,0.5051,0.5015,0.0122
PG145_text.txt,6,114343,0.7197,0.7581,0.7068,0.505,0.4983,0.0086
PG145_text.txt,7,114343,0.7197,0.7581,0.6385,0.4998,0.5011,0.0121
PG145_text.txt,8,114343,0.7197,0.7581,0.6607,0.5095,0.4937,0.0129
PG145_text.txt,9,114343,0.7197,0.7581,0.6188,0.5028,0.4953,0.0117
PG145_text.txt,10,114343,0.7197,0.7581,0.6213,0.4858,0.4981,0.0092
PG145_text.txt,11,114343,0.7197,0.7581,0.5896,0.5162,0.4976,0.0127
PG145_text.txt,12,114343,0.7197,0.7581,0.6179,0.5087,0.4976,0.0109
PG145_text.txt,13,114343,0.7197,0.7581,0.619,0.4989,0.5005,0.0073
PG145_text.txt,14,114343,0.7197,0.7581,0.6317,0.4931,0.4998,0.015
PG145_text.txt,15,114343,0.7197,0.7581,0.6168,0.5174,0.4987,0.0115
PG145_text.txt,16,114343,0.7197,0.7581,0.6222,0.5118,0.5056,0.0169
PG145_text.txt,17,114343,0.7197,0.7581,0.6297,0.4925,0.5015,0.0105
PG145_text.txt,18,114343,0.7197,0.7581,0.5905,0.4967,0.4945,0.0085
PG145_text.txt,19,114343,0.7197,0.7581,0.6191,0.5081,0.5027,0.0085
PG145_text.txt,20,114343,0.7197,0.7581,0.6109,0.491,0.4964,0.0114
