file,M_filtered,alpha,k,lag,rho_orig,rho_fgn,rho_surr,ci_95,orig_sig,fgn_sig,surr_sig
PG31824_text.txt,109804,0.7136,1,1,0.1202,0.00956,0.00213,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,1,2,0.07215,0.00477,-0.00239,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,1,5,0.04077,-0.00107,-0.00256,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,1,10,0.03369,0.00201,-1e-05,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,1,20,0.02266,0.00026,-0.00189,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,1,50,0.02035,-0.00086,0.00397,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,1,100,0.01645,-0.00143,-0.00436,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,1,200,0.00948,0.00522,0.00183,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,1,300,0.00818,-0.00011,0.00196,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,2,1,0.24173,0.00633,-0.00267,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,2,2,0.16233,0.00371,-0.0058,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,2,5,0.11035,0.00674,0.00431,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,2,10,0.08309,0.00679,-0.00246,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,2,20,0.06308,-0.00297,-0.00026,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,2,50,0.04087,-0.00287,0.00021,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,2,100,0.03561,0.0022,-0.00184,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,2,200,0.02718,0.00404,0.00579,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,2,300,0.0289,0.00594,-0.00442,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,3,1,0.19058,0.0075,-0.00193,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,3,2,0.1264,0.00208,-0.00126,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,3,5,0.09007,0.00731,0.0042,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,3,10,0.07736,0.00205,-0.00011,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,3,20,0.06495,-0.00306,0.00079,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,3,50,0.05234,0.00072,-0.00628,0.00591,1,0,1
PG31824_text.txt,109804,0.7136,3,100,0.04091,-0.00062,0.00023,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,3,200,0.02597,0.006,0.0001,0.00591,1,1,0
PG31824_text.txt,109804,0.7136,3,300,0.01976,0.00438,0.00024,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,4,1,0.18471,-0.00393,-0.00063,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,4,2,0.13013,0.00197,-0.00297,0.00591,1,0,0
PG31824_text.txt,109804,0.7136,4,5,0.08854,0.00056,-0.00022,0.00591,1,0,0
