file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG944_text.txt,1,81395,0.6611,0.7003,0.7311,0.5158,0.5009,0.0117
PG944_text.txt,2,81395,0.6611,0.7003,0.6971,0.498,0.4957,0.0133
PG944_text.txt,3,81395,0.6611,0.7003,0.7455,0.4881,0.5013,0.0114
PG944_text.txt,4,81395,0.6611,0.7003,0.7341,0.4858,0.4922,0.0111
PG944_text.txt,5,81395,0.6611,0.7003,0.7433,0.5081,0.4913,0.0113
PG944_text.txt,6,81395,0.6611,0.7003,0.6707,0.4853,0.5053,0.0064
PG944_text.txt,7,81395,0.6611,0.7003,0.6584,0.4946,0.4974,0.0108
PG944_text.txt,8,81395,0.6611,0.7003,0.6579,0.5105,0.4978,0.0114
PG944_text.txt,9,81395,0.6611,0.7003,0.6784,0.4937,0.4999,0.0134
PG944_text.txt,10,81395,0.6611,0.7003,0.7287,0.5077,0.5002,0.0084
PG944_text.txt,11,81395,0.6611,0.7003,0.681,0.4721,0.4903,0.0154
PG944_text.txt,12,81395,0.6611,0.7003,0.7008,0.4831,0.502,0.0126
PG944_text.txt,13,81395,0.6611,0.7003,0.625,0.4869,0.5085,0.0144
PG944_text.txt,14,81395,0.6611,0.7003,0.7102,0.4959,0.4975,0.0136
PG944_text.txt,15,81395,0.6611,0.7003,0.6352,0.4942,0.4976,0.0164
PG944_text.txt,16,81395,0.6611,0.7003,0.6402,0.5177,0.4955,0.0173
PG944_text.txt,17,81395,0.6611,0.7003,0.6641,0.4763,0.5038,0.0085
PG944_text.txt,18,81395,0.6611,0.7003,0.6471,0.482,0.4971,0.0119
PG944_text.txt,19,81395,0.6611,0.7003,0.674,0.4938,0.5015,0.0089
PG944_text.txt,20,81395,0.6611,0.7003,0.6403,0.4796,0.4955,0.0135
