file,N_all,N_filt,M_filtered,alpha,alpha0,q,k,B_orig,B_surr_mean,B_surr_std,B_fgn,orig_surr,orig_fgn
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,1,0.8781,0.7753,0.0043,0.7977,1.1325,1.1008
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,2,0.9726,0.7746,0.0053,0.7717,1.2556,1.2604
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,3,0.9626,0.7751,0.0052,0.7674,1.242,1.2545
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,4,0.8584,0.7742,0.0044,0.7833,1.1088,1.096
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,5,0.8436,0.7745,0.0036,0.775,1.0893,1.0885
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,6,0.8915,0.7739,0.0049,0.776,1.1519,1.1488
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,7,0.8677,0.7764,0.0035,0.7699,1.1177,1.1271
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,8,0.8654,0.7754,0.0038,0.7868,1.1161,1.0999
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,9,0.8514,0.7761,0.0055,0.7795,1.097,1.0922
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,10,0.8676,0.775,0.0054,0.7738,1.1196,1.1213
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,11,0.8612,0.7751,0.004,0.7819,1.1111,1.1014
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,12,0.8717,0.7746,0.0057,0.7799,1.1252,1.1177
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,13,0.8462,0.7767,0.0044,0.7802,1.0896,1.0846
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,14,0.863,0.7764,0.004,0.7733,1.1115,1.1159
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,15,0.8371,0.7764,0.0045,0.7722,1.0781,1.084
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,16,0.8236,0.7762,0.0032,0.7736,1.061,1.0645
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,17,0.8429,0.7757,0.0051,0.7664,1.0866,1.0997
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,18,0.8479,0.7751,0.006,0.7849,1.0938,1.0802
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,19,0.826,0.7747,0.0052,0.7831,1.0662,1.0548
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.6,20,0.8156,0.7747,0.0047,0.7743,1.0528,1.0532
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,1,0.9801,0.8364,0.0051,0.8522,1.1718,1.1501
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,2,1.0595,0.8361,0.0048,0.8394,1.2672,1.2622
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,3,1.0809,0.8389,0.007,0.8286,1.2884,1.3045
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,4,0.938,0.8363,0.0062,0.8452,1.1216,1.1097
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,5,0.9546,0.8365,0.0039,0.8432,1.1411,1.1321
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,6,0.967,0.8365,0.0071,0.8308,1.1561,1.1639
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,7,0.9625,0.8389,0.0043,0.8314,1.1474,1.1578
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,8,0.9627,0.8362,0.007,0.8534,1.1514,1.1282
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,9,0.9168,0.8377,0.0071,0.84,1.0944,1.0913
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,10,0.9577,0.8378,0.0048,0.8348,1.1432,1.1472
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,11,0.9363,0.8348,0.0053,0.8481,1.1215,1.1039
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,12,0.958,0.8355,0.0068,0.8362,1.1467,1.1456
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,13,0.9181,0.8389,0.0062,0.8451,1.0944,1.0864
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,14,0.9349,0.8377,0.0054,0.8273,1.1161,1.1301
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,15,0.9046,0.8389,0.0058,0.8403,1.0783,1.0765
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,16,0.9047,0.8376,0.0048,0.8312,1.08,1.0884
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,17,0.9132,0.8376,0.0075,0.8324,1.0902,1.097
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,18,0.9325,0.8374,0.0066,0.8466,1.1136,1.1014
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,19,0.8944,0.8355,0.0059,0.8359,1.0704,1.07
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.7,20,0.8946,0.8382,0.0055,0.8389,1.0673,1.0663
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,1,1.0337,0.892,0.0082,0.8943,1.1589,1.1559
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,2,1.1554,0.8917,0.0059,0.8934,1.2957,1.2933
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,3,1.207,0.8935,0.0093,0.8717,1.3508,1.3846
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,4,1.0432,0.8939,0.0069,0.9312,1.167,1.1203
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,5,1.0882,0.8939,0.0059,0.9092,1.2173,1.1969
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,6,1.0745,0.8943,0.0086,0.8915,1.2015,1.2053
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,7,1.0308,0.8925,0.0085,0.8878,1.155,1.1612
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,8,1.0451,0.8949,0.0107,0.9054,1.1678,1.1543
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,9,1.0519,0.8952,0.0091,0.8993,1.1749,1.1696
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,10,1.0274,0.8959,0.0085,0.8911,1.1467,1.153
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,11,1.0295,0.8929,0.0081,0.9099,1.1531,1.1315
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,12,1.051,0.8918,0.0095,0.8841,1.1785,1.1887
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,13,0.9788,0.8984,0.0076,0.9029,1.0895,1.084
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,14,1.0252,0.8981,0.0064,0.8903,1.1415,1.1515
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,15,0.989,0.8955,0.0069,0.8888,1.1044,1.1128
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,16,0.9681,0.8974,0.0081,0.8929,1.0788,1.0842
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,17,1.0028,0.8948,0.007,0.8979,1.1208,1.1169
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,18,1.0083,0.8955,0.0081,0.9073,1.126,1.1113
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,19,0.9669,0.8971,0.007,0.8967,1.0778,1.0783
PG9879_text.txt,176152,67500,66089,0.7561,0.8044,0.8,20,0.9882,0.8977,0.006,0.8929,1.1008,1.1068
