file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG236_text.txt,1,16435,0.6567,0.6425,0.6164,0.4899,0.5035,0.0235
PG236_text.txt,2,16435,0.6567,0.6425,0.7102,0.4916,0.4952,0.0111
PG236_text.txt,3,16435,0.6567,0.6425,0.6507,0.4976,0.4991,0.018
PG236_text.txt,4,16435,0.6567,0.6425,0.7152,0.5156,0.4927,0.0189
PG236_text.txt,5,16435,0.6567,0.6425,0.6728,0.5122,0.5016,0.0167
PG236_text.txt,6,16435,0.6567,0.6425,0.6717,0.4867,0.5011,0.0164
PG236_text.txt,7,16435,0.6567,0.6425,0.6484,0.4812,0.5001,0.0237
PG236_text.txt,8,16435,0.6567,0.6425,0.6325,0.4907,0.5009,0.0214
PG236_text.txt,9,16435,0.6567,0.6425,0.622,0.5339,0.4967,0.0186
PG236_text.txt,10,16435,0.6567,0.6425,0.5975,0.483,0.494,0.0147
PG236_text.txt,11,16435,0.6567,0.6425,0.6295,0.5089,0.4919,0.0153
PG236_text.txt,12,16435,0.6567,0.6425,0.6251,0.4901,0.4935,0.0156
PG236_text.txt,13,16435,0.6567,0.6425,0.6725,0.4616,0.4972,0.0213
PG236_text.txt,14,16435,0.6567,0.6425,0.6129,0.521,0.4925,0.0199
PG236_text.txt,15,16435,0.6567,0.6425,0.6363,0.4896,0.4955,0.0147
PG236_text.txt,16,16435,0.6567,0.6425,0.5608,0.4906,0.5085,0.0132
PG236_text.txt,17,16435,0.6567,0.6425,0.6407,0.4722,0.4968,0.012
PG236_text.txt,18,16435,0.6567,0.6425,0.5958,0.526,0.4834,0.0171
PG236_text.txt,19,16435,0.6567,0.6425,0.6033,0.4893,0.49,0.0207
PG236_text.txt,20,16435,0.6567,0.6425,0.7113,0.4768,0.4974,0.0199
