file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG174_text.txt,1,24750,0.8512,0.8738,0.5704,0.5324,0.5009,0.0118
PG174_text.txt,2,24750,0.8512,0.8738,0.7369,0.5316,0.4941,0.0107
PG174_text.txt,3,24750,0.8512,0.8738,0.7499,0.5016,0.503,0.0181
PG174_text.txt,4,24750,0.8512,0.8738,0.7211,0.5161,0.5073,0.0193
PG174_text.txt,5,24750,0.8512,0.8738,0.6033,0.5495,0.5063,0.016
PG174_text.txt,6,24750,0.8512,0.8738,0.6409,0.5092,0.5036,0.0095
PG174_text.txt,7,24750,0.8512,0.8738,0.6284,0.49,0.4965,0.013
PG174_text.txt,8,24750,0.8512,0.8738,0.6048,0.5066,0.5028,0.0134
PG174_text.txt,9,24750,0.8512,0.8738,0.6595,0.5186,0.4988,0.0192
PG174_text.txt,10,24750,0.8512,0.8738,0.5939,0.5051,0.486,0.0125
PG174_text.txt,11,24750,0.8512,0.8738,0.6575,0.5107,0.504,0.016
PG174_text.txt,12,24750,0.8512,0.8738,0.5789,0.4991,0.4925,0.014
PG174_text.txt,13,24750,0.8512,0.8738,0.6283,0.5257,0.4888,0.0145
PG174_text.txt,14,24750,0.8512,0.8738,0.5801,0.4964,0.5029,0.0235
PG174_text.txt,15,24750,0.8512,0.8738,0.5804,0.488,0.493,0.0175
PG174_text.txt,16,24750,0.8512,0.8738,0.6184,0.4921,0.4945,0.0168
PG174_text.txt,17,24750,0.8512,0.8738,0.6134,0.5208,0.505,0.0166
PG174_text.txt,18,24750,0.8512,0.8738,0.57,0.4691,0.4971,0.0131
PG174_text.txt,19,24750,0.8512,0.8738,0.5666,0.4713,0.4986,0.0126
PG174_text.txt,20,24750,0.8512,0.8738,0.5911,0.5183,0.4961,0.0142
