file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG23784_text.txt,1,105510,0.7439,0.7813,0.5869,0.5637,0.4916,0.0081
PG23784_text.txt,2,105510,0.7439,0.7813,0.697,0.5036,0.4989,0.0104
PG23784_text.txt,3,105510,0.7439,0.7813,0.7225,0.5621,0.5,0.014
PG23784_text.txt,4,105510,0.7439,0.7813,0.7047,0.4953,0.5002,0.0125
PG23784_text.txt,5,105510,0.7439,0.7813,0.6762,0.4938,0.4989,0.0142
PG23784_text.txt,6,105510,0.7439,0.7813,0.6308,0.5008,0.4959,0.0109
PG23784_text.txt,7,105510,0.7439,0.7813,0.6726,0.4792,0.5056,0.0091
PG23784_text.txt,8,105510,0.7439,0.7813,0.6515,0.5058,0.5113,0.0134
PG23784_text.txt,9,105510,0.7439,0.7813,0.6352,0.4764,0.4905,0.0084
PG23784_text.txt,10,105510,0.7439,0.7813,0.6147,0.4747,0.5008,0.0089
PG23784_text.txt,11,105510,0.7439,0.7813,0.5719,0.5239,0.5026,0.0169
PG23784_text.txt,12,105510,0.7439,0.7813,0.6003,0.5051,0.5027,0.0084
PG23784_text.txt,13,105510,0.7439,0.7813,0.5843,0.4992,0.489,0.0147
PG23784_text.txt,14,105510,0.7439,0.7813,0.5869,0.5222,0.4921,0.0083
PG23784_text.txt,15,105510,0.7439,0.7813,0.5799,0.515,0.501,0.0151
PG23784_text.txt,16,105510,0.7439,0.7813,0.5759,0.5115,0.5073,0.0156
PG23784_text.txt,17,105510,0.7439,0.7813,0.6008,0.5074,0.4965,0.0102
PG23784_text.txt,18,105510,0.7439,0.7813,0.5763,0.4853,0.494,0.0113
PG23784_text.txt,19,105510,0.7439,0.7813,0.6012,0.4944,0.5039,0.0115
PG23784_text.txt,20,105510,0.7439,0.7813,0.5539,0.4921,0.5046,0.0134
