file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG599_text.txt,1,115961,0.7226,0.7581,0.6344,0.5733,0.4951,0.0121
PG599_text.txt,2,115961,0.7226,0.7581,0.6714,0.5211,0.4941,0.0108
PG599_text.txt,3,115961,0.7226,0.7581,0.6603,0.5319,0.4983,0.0089
PG599_text.txt,4,115961,0.7226,0.7581,0.7219,0.4843,0.5023,0.0113
PG599_text.txt,5,115961,0.7226,0.7581,0.6892,0.4839,0.495,0.0163
PG599_text.txt,6,115961,0.7226,0.7581,0.6575,0.512,0.4885,0.0063
PG599_text.txt,7,115961,0.7226,0.7581,0.6523,0.5155,0.5003,0.0104
PG599_text.txt,8,115961,0.7226,0.7581,0.6223,0.5057,0.4986,0.0105
PG599_text.txt,9,115961,0.7226,0.7581,0.6282,0.4995,0.5064,0.0134
PG599_text.txt,10,115961,0.7226,0.7581,0.6477,0.4956,0.4926,0.0105
PG599_text.txt,11,115961,0.7226,0.7581,0.6456,0.4938,0.5014,0.0045
PG599_text.txt,12,115961,0.7226,0.7581,0.5942,0.5059,0.4991,0.0075
PG599_text.txt,13,115961,0.7226,0.7581,0.626,0.4896,0.4938,0.0137
PG599_text.txt,14,115961,0.7226,0.7581,0.5845,0.4985,0.4963,0.006
PG599_text.txt,15,115961,0.7226,0.7581,0.5579,0.5179,0.5041,0.0088
PG599_text.txt,16,115961,0.7226,0.7581,0.6397,0.5101,0.4977,0.0106
PG599_text.txt,17,115961,0.7226,0.7581,0.6414,0.5095,0.4993,0.0118
PG599_text.txt,18,115961,0.7226,0.7581,0.5715,0.49,0.5023,0.0075
PG599_text.txt,19,115961,0.7226,0.7581,0.6423,0.5001,0.4933,0.0082
PG599_text.txt,20,115961,0.7226,0.7581,0.6052,0.4891,0.5059,0.0115
