file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG15384_text.txt,1,68087,0.7563,0.8044,0.6342,0.5461,0.5014,0.0125
PG15384_text.txt,2,68087,0.7563,0.8044,0.698,0.5308,0.4972,0.0124
PG15384_text.txt,3,68087,0.7563,0.8044,0.7193,0.5551,0.4973,0.0122
PG15384_text.txt,4,68087,0.7563,0.8044,0.6775,0.4934,0.4968,0.0177
PG15384_text.txt,5,68087,0.7563,0.8044,0.6472,0.4979,0.5004,0.01
PG15384_text.txt,6,68087,0.7563,0.8044,0.6273,0.5028,0.4955,0.0137
PG15384_text.txt,7,68087,0.7563,0.8044,0.6878,0.4743,0.5009,0.0099
PG15384_text.txt,8,68087,0.7563,0.8044,0.6262,0.509,0.4958,0.0149
PG15384_text.txt,9,68087,0.7563,0.8044,0.6456,0.5008,0.5005,0.0175
PG15384_text.txt,10,68087,0.7563,0.8044,0.6792,0.4844,0.5019,0.0104
PG15384_text.txt,11,68087,0.7563,0.8044,0.6211,0.5266,0.5004,0.0109
PG15384_text.txt,12,68087,0.7563,0.8044,0.6379,0.4902,0.4932,0.0058
PG15384_text.txt,13,68087,0.7563,0.8044,0.6467,0.518,0.5107,0.0176
PG15384_text.txt,14,68087,0.7563,0.8044,0.6043,0.4743,0.4966,0.0153
PG15384_text.txt,15,68087,0.7563,0.8044,0.6164,0.4906,0.489,0.0072
PG15384_text.txt,16,68087,0.7563,0.8044,0.6445,0.5056,0.4978,0.0149
PG15384_text.txt,17,68087,0.7563,0.8044,0.6179,0.5006,0.4961,0.0118
PG15384_text.txt,18,68087,0.7563,0.8044,0.5874,0.5042,0.4981,0.0096
PG15384_text.txt,19,68087,0.7563,0.8044,0.6006,0.4916,0.5008,0.0193
PG15384_text.txt,20,68087,0.7563,0.8044,0.5961,0.4834,0.5028,0.0125
