file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG2529_text.txt,1,30450,0.7428,0.7581,0.6558,0.5055,0.5068,0.0128
PG2529_text.txt,2,30450,0.7428,0.7581,0.7009,0.4957,0.5091,0.0103
PG2529_text.txt,3,30450,0.7428,0.7581,0.6256,0.5199,0.495,0.0136
PG2529_text.txt,4,30450,0.7428,0.7581,0.6859,0.4845,0.5063,0.0217
PG2529_text.txt,5,30450,0.7428,0.7581,0.7216,0.4936,0.502,0.0125
PG2529_text.txt,6,30450,0.7428,0.7581,0.7169,0.4802,0.4946,0.0181
PG2529_text.txt,7,30450,0.7428,0.7581,0.6905,0.4817,0.5076,0.0115
PG2529_text.txt,8,30450,0.7428,0.7581,0.6897,0.5209,0.49,0.0139
PG2529_text.txt,9,30450,0.7428,0.7581,0.6503,0.5207,0.503,0.0165
PG2529_text.txt,10,30450,0.7428,0.7581,0.7162,0.4986,0.502,0.0143
PG2529_text.txt,11,30450,0.7428,0.7581,0.6485,0.4944,0.5008,0.0115
PG2529_text.txt,12,30450,0.7428,0.7581,0.6454,0.5099,0.497,0.0156
PG2529_text.txt,13,30450,0.7428,0.7581,0.6984,0.5197,0.5013,0.0179
PG2529_text.txt,14,30450,0.7428,0.7581,0.6097,0.4754,0.4919,0.0118
PG2529_text.txt,15,30450,0.7428,0.7581,0.6528,0.4814,0.4988,0.0083
PG2529_text.txt,16,30450,0.7428,0.7581,0.5937,0.4933,0.5035,0.0129
PG2529_text.txt,17,30450,0.7428,0.7581,0.6265,0.527,0.5011,0.0153
PG2529_text.txt,18,30450,0.7428,0.7581,0.6269,0.502,0.5025,0.0102
PG2529_text.txt,19,30450,0.7428,0.7581,0.6924,0.4883,0.5013,0.0113
PG2529_text.txt,20,30450,0.7428,0.7581,0.6535,0.5111,0.5042,0.0123
