file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG5129_text.txt,1,40923,0.7043,0.735,0.6978,0.5303,0.5004,0.0193
PG5129_text.txt,2,40923,0.7043,0.735,0.7083,0.5084,0.4934,0.0124
PG5129_text.txt,3,40923,0.7043,0.735,0.7351,0.5093,0.504,0.0121
PG5129_text.txt,4,40923,0.7043,0.735,0.6392,0.5203,0.4956,0.0127
PG5129_text.txt,5,40923,0.7043,0.735,0.6335,0.5116,0.493,0.0099
PG5129_text.txt,6,40923,0.7043,0.735,0.6773,0.4964,0.5049,0.0146
PG5129_text.txt,7,40923,0.7043,0.735,0.6126,0.4647,0.4948,0.0138
PG5129_text.txt,8,40923,0.7043,0.735,0.6248,0.5024,0.4994,0.0168
PG5129_text.txt,9,40923,0.7043,0.735,0.6161,0.5025,0.5021,0.0088
PG5129_text.txt,10,40923,0.7043,0.735,0.6095,0.504,0.5005,0.0134
PG5129_text.txt,11,40923,0.7043,0.735,0.6324,0.5173,0.5008,0.0138
PG5129_text.txt,12,40923,0.7043,0.735,0.6082,0.4958,0.4989,0.0124
PG5129_text.txt,13,40923,0.7043,0.735,0.617,0.5022,0.5047,0.012
PG5129_text.txt,14,40923,0.7043,0.735,0.5864,0.5155,0.501,0.0164
PG5129_text.txt,15,40923,0.7043,0.735,0.5789,0.501,0.4993,0.0122
PG5129_text.txt,16,40923,0.7043,0.735,0.5691,0.4772,0.4976,0.0201
PG5129_text.txt,17,40923,0.7043,0.735,0.6121,0.4789,0.4993,0.016
PG5129_text.txt,18,40923,0.7043,0.735,0.6215,0.5065,0.5016,0.0188
PG5129_text.txt,19,40923,0.7043,0.735,0.5569,0.465,0.4987,0.0167
PG5129_text.txt,20,40923,0.7043,0.735,0.6131,0.4837,0.5031,0.0128
