file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG4300_text.txt,1,100688,0.7768,0.8044,0.772,0.5546,0.4996,0.0066
PG4300_text.txt,2,100688,0.7768,0.8044,0.8169,0.4897,0.5064,0.0132
PG4300_text.txt,3,100688,0.7768,0.8044,0.7639,0.5141,0.5068,0.0069
PG4300_text.txt,4,100688,0.7768,0.8044,0.7873,0.5568,0.5013,0.0108
PG4300_text.txt,5,100688,0.7768,0.8044,0.7572,0.5091,0.4945,0.0088
PG4300_text.txt,6,100688,0.7768,0.8044,0.7027,0.5005,0.4983,0.0121
PG4300_text.txt,7,100688,0.7768,0.8044,0.6969,0.508,0.503,0.0067
PG4300_text.txt,8,100688,0.7768,0.8044,0.7167,0.5088,0.4948,0.0109
PG4300_text.txt,9,100688,0.7768,0.8044,0.646,0.5088,0.499,0.0101
PG4300_text.txt,10,100688,0.7768,0.8044,0.663,0.5375,0.5003,0.0111
PG4300_text.txt,11,100688,0.7768,0.8044,0.6728,0.506,0.4911,0.0104
PG4300_text.txt,12,100688,0.7768,0.8044,0.6792,0.4944,0.4933,0.013
PG4300_text.txt,13,100688,0.7768,0.8044,0.6555,0.504,0.5006,0.0104
PG4300_text.txt,14,100688,0.7768,0.8044,0.7043,0.5003,0.4989,0.017
PG4300_text.txt,15,100688,0.7768,0.8044,0.6385,0.4802,0.4971,0.01
PG4300_text.txt,16,100688,0.7768,0.8044,0.6785,0.4917,0.4999,0.0095
PG4300_text.txt,17,100688,0.7768,0.8044,0.6642,0.5161,0.5018,0.0091
PG4300_text.txt,18,100688,0.7768,0.8044,0.6396,0.4929,0.4989,0.0145
PG4300_text.txt,19,100688,0.7768,0.8044,0.6677,0.4921,0.4951,0.0126
PG4300_text.txt,20,100688,0.7768,0.8044,0.6312,0.5073,0.4997,0.0123
