file,N_all,N_filt,M_filtered,alpha,alpha0,q,k,B_orig,B_surr_mean,B_surr_std,B_fgn,orig_surr,orig_fgn
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,1,0.8582,0.7739,0.008,0.7825,1.1088,1.0967
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,2,1.0477,0.7759,0.0076,0.7882,1.3503,1.3292
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,3,0.9724,0.7713,0.0063,0.7761,1.2606,1.253
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,4,0.8956,0.7755,0.0072,0.7726,1.1549,1.1593
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,5,0.8356,0.776,0.0079,0.7887,1.0769,1.0596
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,6,0.8479,0.7768,0.0071,0.7735,1.0914,1.0961
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,7,0.8716,0.7744,0.0067,0.776,1.1255,1.1232
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,8,0.8547,0.773,0.0067,0.7639,1.1058,1.119
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,9,0.8726,0.777,0.009,0.7777,1.123,1.1221
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,10,0.8354,0.7752,0.0064,0.7758,1.0777,1.0769
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,11,0.8576,0.7742,0.0066,0.7874,1.1077,1.0891
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,12,0.8458,0.7737,0.0069,0.7852,1.0932,1.0772
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,13,0.8441,0.7754,0.0088,0.7658,1.0886,1.1023
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,14,0.8177,0.776,0.0082,0.7791,1.0537,1.0495
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,15,0.8226,0.7717,0.0091,0.7684,1.066,1.0705
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,16,0.8385,0.7729,0.0074,0.7779,1.0849,1.0778
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,17,0.8319,0.7753,0.0057,0.7767,1.073,1.0711
PG174_text.txt,78029,24760,24750,0.8512,0.8738,0.6,18,0.8395,0.7762,0.0072,0.7757,1.0815,1.0822
