file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG41822_text.txt,1,31631,0.6823,0.6888,0.6427,0.4992,0.5013,0.0082
PG41822_text.txt,2,31631,0.6823,0.6888,0.725,0.5189,0.4994,0.0161
PG41822_text.txt,3,31631,0.6823,0.6888,0.6655,0.4925,0.5079,0.0182
PG41822_text.txt,4,31631,0.6823,0.6888,0.6872,0.5401,0.4964,0.0179
PG41822_text.txt,5,31631,0.6823,0.6888,0.5947,0.4885,0.5021,0.015
PG41822_text.txt,6,31631,0.6823,0.6888,0.6612,0.4998,0.4929,0.0126
PG41822_text.txt,7,31631,0.6823,0.6888,0.6547,0.509,0.496,0.0109
PG41822_text.txt,8,31631,0.6823,0.6888,0.5935,0.518,0.5072,0.0137
PG41822_text.txt,9,31631,0.6823,0.6888,0.6284,0.5004,0.4956,0.0172
PG41822_text.txt,10,31631,0.6823,0.6888,0.6193,0.5154,0.5015,0.0127
PG41822_text.txt,11,31631,0.6823,0.6888,0.6375,0.4985,0.4869,0.0177
PG41822_text.txt,12,31631,0.6823,0.6888,0.5909,0.4863,0.4976,0.0168
PG41822_text.txt,13,31631,0.6823,0.6888,0.5867,0.5305,0.5035,0.014
PG41822_text.txt,14,31631,0.6823,0.6888,0.6229,0.5241,0.4977,0.0215
PG41822_text.txt,15,31631,0.6823,0.6888,0.6234,0.4895,0.4927,0.0072
PG41822_text.txt,16,31631,0.6823,0.6888,0.5548,0.5014,0.5055,0.0184
PG41822_text.txt,17,31631,0.6823,0.6888,0.6325,0.5036,0.4976,0.0119
PG41822_text.txt,18,31631,0.6823,0.6888,0.6136,0.4847,0.502,0.0146
PG41822_text.txt,19,31631,0.6823,0.6888,0.5861,0.485,0.5032,0.0116
PG41822_text.txt,20,31631,0.6823,0.6888,0.565,0.4973,0.4981,0.0101
