file,k,M_filtered,alpha_text,alpha0_text,dfa_orig,dfa_fgn,dfa_surr_mean,dfa_surr_std
PG1342_text.txt,1,43077,0.74,0.7813,0.5961,0.5106,0.4926,0.0112
PG1342_text.txt,2,43077,0.74,0.7813,0.7028,0.4852,0.4986,0.0181
PG1342_text.txt,3,43077,0.74,0.7813,0.6761,0.5545,0.4938,0.0081
PG1342_text.txt,4,43077,0.74,0.7813,0.7109,0.504,0.4949,0.0113
PG1342_text.txt,5,43077,0.74,0.7813,0.666,0.5137,0.5031,0.0138
PG1342_text.txt,6,43077,0.74,0.7813,0.6714,0.5125,0.499,0.0102
PG1342_text.txt,7,43077,0.74,0.7813,0.5638,0.5162,0.4999,0.0162
PG1342_text.txt,8,43077,0.74,0.7813,0.6468,0.4786,0.4995,0.009
PG1342_text.txt,9,43077,0.74,0.7813,0.5884,0.5023,0.5004,0.0163
PG1342_text.txt,10,43077,0.74,0.7813,0.6422,0.4676,0.5016,0.0146
PG1342_text.txt,11,43077,0.74,0.7813,0.6559,0.4784,0.493,0.015
PG1342_text.txt,12,43077,0.74,0.7813,0.5764,0.4835,0.4947,0.0146
PG1342_text.txt,13,43077,0.74,0.7813,0.5892,0.4873,0.5013,0.0125
PG1342_text.txt,14,43077,0.74,0.7813,0.5904,0.446,0.504,0.0129
PG1342_text.txt,15,43077,0.74,0.7813,0.624,0.4991,0.4983,0.0088
PG1342_text.txt,16,43077,0.74,0.7813,0.6086,0.4757,0.5019,0.0118
PG1342_text.txt,17,43077,0.74,0.7813,0.6073,0.4996,0.4922,0.0167
PG1342_text.txt,18,43077,0.74,0.7813,0.5966,0.4733,0.5016,0.0132
PG1342_text.txt,19,43077,0.74,0.7813,0.5781,0.4709,0.4979,0.0103
PG1342_text.txt,20,43077,0.74,0.7813,0.6037,0.5197,0.497,0.0093
